Sample1	Sample2	GSE70138-Knockdown_96h
TAK004_U2OS_96H:TRCN0000039659:1	TAK004_U2OS_96H:TRCN0000039662:1	0.1221
TAK004_U2OS_96H:TRCN0000039659:1	TAK004_U2OS_96H:TRCN0000000250:1	0.0062
TAK004_U2OS_96H:TRCN0000039659:1	TAK004_U2OS_96H:TRCN0000039661:1	0.1979
TAK004_U2OS_96H:TRCN0000039659:1	TAK004_U2OS_96H:TRCN0000000251:1	0.0932
TAK004_U2OS_96H:TRCN0000039659:1	TAK004_U2OS_96H:TRCN0000039658:1	0.1291
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000039660:1	0.1898
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000010327:1	0.1657
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000039662:1	0.1172
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000000250:1	0.0069
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000039661:1	0.2562
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000000251:1	0.1813
TAK004_U2OS_96H:TRCN0000010328:1	TAK004_U2OS_96H:TRCN0000039658:1	0.1882
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000010327:1	0.1396
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000039662:1	0.0774
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000000250:1	-0.034
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000039661:1	0.2982
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000000251:1	0.1331
TAK004_U2OS_96H:TRCN0000039660:1	TAK004_U2OS_96H:TRCN0000039658:1	0.0486
TAK004_U2OS_96H:TRCN0000010327:1	TAK004_U2OS_96H:TRCN0000039662:1	-0.0606
TAK004_U2OS_96H:TRCN0000010327:1	TAK004_U2OS_96H:TRCN0000000250:1	-0.1218
TAK004_U2OS_96H:TRCN0000010327:1	TAK004_U2OS_96H:TRCN0000039661:1	0.2544
TAK004_U2OS_96H:TRCN0000010327:1	TAK004_U2OS_96H:TRCN0000000251:1	0.0778
TAK004_U2OS_96H:TRCN0000010327:1	TAK004_U2OS_96H:TRCN0000039658:1	0.097
TAK004_U2OS_96H:TRCN0000039662:1	TAK004_U2OS_96H:TRCN0000000250:1	-0.0277
TAK004_U2OS_96H:TRCN0000039662:1	TAK004_U2OS_96H:TRCN0000039661:1	0.0448
TAK004_U2OS_96H:TRCN0000039662:1	TAK004_U2OS_96H:TRCN0000000251:1	0.0671
TAK004_U2OS_96H:TRCN0000039662:1	TAK004_U2OS_96H:TRCN0000039658:1	0.1804
TAK004_U2OS_96H:TRCN0000000250:1	TAK004_U2OS_96H:TRCN0000039661:1	-0.1697
TAK004_U2OS_96H:TRCN0000000250:1	TAK004_U2OS_96H:TRCN0000000251:1	-0.0108
TAK004_U2OS_96H:TRCN0000000250:1	TAK004_U2OS_96H:TRCN0000039658:1	0.0747
TAK004_U2OS_96H:TRCN0000039661:1	TAK004_U2OS_96H:TRCN0000000251:1	0.2339
TAK004_U2OS_96H:TRCN0000039661:1	TAK004_U2OS_96H:TRCN0000039658:1	0.1092
TAK004_U2OS_96H:TRCN0000000251:1	TAK004_U2OS_96H:TRCN0000039658:1	0.0426
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000199174:1	-0.2198
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000310112:1	0.122
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000039634:1	0.4174
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000121329:1	0.3188
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000199100:1	0.1787
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000295968:1	-0.0435
TA.KD010_A549_96H:TRCN0000121204:1	TA.KD010_A549_96H:TRCN0000195303:1	-0.0049
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000310112:1	-0.0308
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000039634:1	-0.1648
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000121329:1	-0.1429
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000199100:1	0.1064
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000295968:1	0.0532
TA.KD010_A549_96H:TRCN0000199174:1	TA.KD010_A549_96H:TRCN0000195303:1	0.1159
TA.KD010_A549_96H:TRCN0000310112:1	TA.KD010_A549_96H:TRCN0000039634:1	0.2009
TA.KD010_A549_96H:TRCN0000310112:1	TA.KD010_A549_96H:TRCN0000121329:1	0.1392
TA.KD010_A549_96H:TRCN0000310112:1	TA.KD010_A549_96H:TRCN0000199100:1	0.0205
TA.KD010_A549_96H:TRCN0000310112:1	TA.KD010_A549_96H:TRCN0000295968:1	0.0581
TA.KD010_A549_96H:TRCN0000310112:1	TA.KD010_A549_96H:TRCN0000195303:1	0.0174
TA.KD010_A549_96H:TRCN0000039634:1	TA.KD010_A549_96H:TRCN0000121329:1	0.372
TA.KD010_A549_96H:TRCN0000039634:1	TA.KD010_A549_96H:TRCN0000199100:1	0.1525
TA.KD010_A549_96H:TRCN0000039634:1	TA.KD010_A549_96H:TRCN0000295968:1	0.0234
TA.KD010_A549_96H:TRCN0000039634:1	TA.KD010_A549_96H:TRCN0000195303:1	-0.0302
TA.KD010_A549_96H:TRCN0000121329:1	TA.KD010_A549_96H:TRCN0000199100:1	0.0863
TA.KD010_A549_96H:TRCN0000121329:1	TA.KD010_A549_96H:TRCN0000295968:1	-0.1129
TA.KD010_A549_96H:TRCN0000121329:1	TA.KD010_A549_96H:TRCN0000195303:1	0.0146
TA.KD010_A549_96H:TRCN0000199100:1	TA.KD010_A549_96H:TRCN0000295968:1	0.0013
TA.KD010_A549_96H:TRCN0000199100:1	TA.KD010_A549_96H:TRCN0000195303:1	-0.0582
TA.KD010_A549_96H:TRCN0000295968:1	TA.KD010_A549_96H:TRCN0000195303:1	0.0124
TAK004_U2OS_96H:TRCN0000195303:1	TAK004_U2OS_96H:TRCN0000295968:1	0.0189
TAK004_U2OS_96H:TRCN0000195303:1	TAK004_U2OS_96H:TRCN0000121068:1	0.2177
TAK004_U2OS_96H:TRCN0000195303:1	TAK004_U2OS_96H:TRCN0000121202:1	0.0393
TAK004_U2OS_96H:TRCN0000195303:1	TAK004_U2OS_96H:TRCN0000121071:1	0.2036
TAK004_U2OS_96H:TRCN0000295968:1	TAK004_U2OS_96H:TRCN0000121068:1	-0.0125
TAK004_U2OS_96H:TRCN0000295968:1	TAK004_U2OS_96H:TRCN0000121202:1	0.0419
TAK004_U2OS_96H:TRCN0000295968:1	TAK004_U2OS_96H:TRCN0000121071:1	0.0697
TAK004_U2OS_96H:TRCN0000121068:1	TAK004_U2OS_96H:TRCN0000121202:1	-0.1635
TAK004_U2OS_96H:TRCN0000121068:1	TAK004_U2OS_96H:TRCN0000121071:1	0.149
TAK004_U2OS_96H:TRCN0000121202:1	TAK004_U2OS_96H:TRCN0000121071:1	0.0238
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262379:1	0.2999
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262373:1	0.0437
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262375:1	-0.002
TAK004_U2OS_96H:TRCN0000262379:1	TAK004_U2OS_96H:TRCN0000262373:1	0.0049
TAK004_U2OS_96H:TRCN0000262379:1	TAK004_U2OS_96H:TRCN0000262375:1	0.025
TAK004_U2OS_96H:TRCN0000262373:1	TAK004_U2OS_96H:TRCN0000262375:1	0.0567
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000299477:1	0.0814
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000303638:1	0.1308
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000117340:1	0.0747
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000303639:1	0.1508
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000303638:1	0.0663
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000117340:1	-0.0071
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000303639:1	0.0442
TA.KD009_A549_96H:TRCN0000303638:1	TA.KD009_A549_96H:TRCN0000117340:1	0.1074
TA.KD009_A549_96H:TRCN0000303638:1	TA.KD009_A549_96H:TRCN0000303639:1	0.0497
TA.KD009_A549_96H:TRCN0000117340:1	TA.KD009_A549_96H:TRCN0000303639:1	0.0115
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000039881:1	0.0081
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000332953:1	0.0844
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000382352:1	0.0977
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000344488:1	0.0154
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000195369:1	0.1118
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000010343:1	0.0411
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000332953:1	0.0284
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000382352:1	-0.0354
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000344488:1	0.0105
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000195369:1	0.0995
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000010343:1	0.0311
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000382352:1	0.0094
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000344488:1	0.1185
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000195369:1	0.0519
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000010343:1	0.0182
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000344488:1	0.0921
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000195369:1	0.1301
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000010343:1	-0.0106
TA.KD010_A549_96H:TRCN0000344488:1	TA.KD010_A549_96H:TRCN0000195369:1	0.1601
TA.KD010_A549_96H:TRCN0000344488:1	TA.KD010_A549_96H:TRCN0000010343:1	0.2375
TA.KD010_A549_96H:TRCN0000195369:1	TA.KD010_A549_96H:TRCN0000010343:1	0.0655
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000167625:1	0.1913
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000172721:1	0.0721
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000415598:1	-0.0832
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000168730:1	-0.0021
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000420475:1	0.0367
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000422103:1	0.1073
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000168698:1	0.0038
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000172721:1	-0.1133
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000415598:1	0.0113
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000168730:1	-0.0284
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000420475:1	-0.1083
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000422103:1	0.018
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000168698:1	-0.0677
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000415598:1	0.0942
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000168730:1	-0.0056
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000420475:1	0.046
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000422103:1	0.0866
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000168698:1	-0.0418
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000168730:1	0.0631
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000420475:1	0.1412
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000422103:1	0.0378
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000168698:1	0.1047
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000420475:1	0.3228
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000422103:1	-0.0196
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000168698:1	0.2174
TA.KD009_A549_96H:TRCN0000420475:1	TA.KD009_A549_96H:TRCN0000422103:1	0.1123
TA.KD009_A549_96H:TRCN0000420475:1	TA.KD009_A549_96H:TRCN0000168698:1	0.255
TA.KD009_A549_96H:TRCN0000422103:1	TA.KD009_A549_96H:TRCN0000168698:1	0.0698
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000006557:1	0.0643
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000235424:1	0.1922
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355642:1	-0.127
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355639:1	0.0616
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000368359:1	0.1329
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000006556:1	0.2073
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355640:1	-0.0469
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355643:1	0.0088
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000235423:1	0.0336
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000235424:1	0.0242
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355642:1	-0.0149
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355639:1	-0.0836
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000368359:1	-0.0233
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000006556:1	-0.0401
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355640:1	0.0529
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355643:1	-0.0405
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000235423:1	-0.086
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355642:1	-0.0446
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355639:1	0.0366
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000368359:1	0.1342
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000006556:1	0.1988
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355640:1	0.1062
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355643:1	0.0172
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000235423:1	0.0495
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355639:1	-0.0513
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000368359:1	-0.0878
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000006556:1	0.0686
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355640:1	0.0886
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355643:1	0.1631
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000235423:1	0.0856
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000368359:1	0.0709
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000006556:1	0.1268
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000355640:1	-0.0534
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000355643:1	0.2252
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000235423:1	0.116
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000006556:1	0.1812
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000355640:1	-0.0524
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000355643:1	0.2288
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000235423:1	0.1838
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000355640:1	-0.0682
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000355643:1	0.0805
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000235423:1	0.2402
TA.KD009_A549_96H:TRCN0000355640:1	TA.KD009_A549_96H:TRCN0000355643:1	0.001
TA.KD009_A549_96H:TRCN0000355640:1	TA.KD009_A549_96H:TRCN0000235423:1	0.0457
TA.KD009_A549_96H:TRCN0000355643:1	TA.KD009_A549_96H:TRCN0000235423:1	0.132
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000425405:1	0.2097
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029592:1	0.0566
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000429749:1	-0.0649
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000422703:1	-0.0464
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029590:1	0.0832
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029589:1	0.2217
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029593:1	0.2416
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029592:1	0.0734
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000429749:1	-0.0009
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000422703:1	0.1205
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029590:1	0.1301
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029589:1	0.1087
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029593:1	0.1256
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000429749:1	-0.1153
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000422703:1	-0.0368
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029590:1	0.0022
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029589:1	-0.0055
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029593:1	0.0042
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000422703:1	0.0744
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029590:1	-0.0381
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029589:1	0.0116
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029593:1	0.0867
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029590:1	0.2833
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029589:1	0.2497
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029593:1	0.2908
TA.KD009_A549_96H:TRCN0000029590:1	TA.KD009_A549_96H:TRCN0000029589:1	0.2942
TA.KD009_A549_96H:TRCN0000029590:1	TA.KD009_A549_96H:TRCN0000029593:1	0.2673
TA.KD009_A549_96H:TRCN0000029589:1	TA.KD009_A549_96H:TRCN0000029593:1	0.2299
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000195570:1	0.0506
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000372:1	0.0983
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000430673:1	0.0547
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000196809:1	0.0957
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000428445:1	0.0416
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000371:1	0.1009
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000374:1	0.1911
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000372:1	-0.0027
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000430673:1	-0.0811
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000196809:1	0.1251
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000428445:1	0.1237
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000371:1	-0.123
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000374:1	0.0699
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000430673:1	-0.0106
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000196809:1	0.143
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000428445:1	-0.0455
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000000371:1	0.1457
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000000374:1	0.1375
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000196809:1	0.0755
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000428445:1	-0.011
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000000371:1	0.0499
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000000374:1	0.1252
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000428445:1	0.0291
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000000371:1	-0.0024
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000000374:1	0.3956
TA.KD009_A549_96H:TRCN0000428445:1	TA.KD009_A549_96H:TRCN0000000371:1	0.0784
TA.KD009_A549_96H:TRCN0000428445:1	TA.KD009_A549_96H:TRCN0000000374:1	0.0168
TA.KD009_A549_96H:TRCN0000000371:1	TA.KD009_A549_96H:TRCN0000000374:1	0.0111
TAK004_U2OS_96H:TRCN0000195274:1	TAK004_U2OS_96H:TRCN0000006169:1	0.1982
TAK004_U2OS_96H:TRCN0000195274:1	TAK004_U2OS_96H:TRCN0000006172:1	0.2032
TAK004_U2OS_96H:TRCN0000195274:1	TAK004_U2OS_96H:TRCN0000356583:1	-0.1354
TAK004_U2OS_96H:TRCN0000006169:1	TAK004_U2OS_96H:TRCN0000006172:1	0.0534
TAK004_U2OS_96H:TRCN0000006169:1	TAK004_U2OS_96H:TRCN0000356583:1	-0.061
TAK004_U2OS_96H:TRCN0000006172:1	TAK004_U2OS_96H:TRCN0000356583:1	0.0667
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000381157:1	0.0979
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000380125:1	0.095
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000047176:1	0.0172
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000312659:1	0.2257
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000312718:1	0.1062
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000047177:1	0.0971
TA.KD009_A549_96H:TRCN0000312660:1	TA.KD009_A549_96H:TRCN0000312661:1	0.0001
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000380125:1	-0.0277
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000047176:1	-0.0001
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000312659:1	0.1254
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000312718:1	0.1086
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000047177:1	0.0026
TA.KD009_A549_96H:TRCN0000381157:1	TA.KD009_A549_96H:TRCN0000312661:1	-0.0171
TA.KD009_A549_96H:TRCN0000380125:1	TA.KD009_A549_96H:TRCN0000047176:1	-0.0459
TA.KD009_A549_96H:TRCN0000380125:1	TA.KD009_A549_96H:TRCN0000312659:1	0.0542
TA.KD009_A549_96H:TRCN0000380125:1	TA.KD009_A549_96H:TRCN0000312718:1	0.1253
TA.KD009_A549_96H:TRCN0000380125:1	TA.KD009_A549_96H:TRCN0000047177:1	0.0359
TA.KD009_A549_96H:TRCN0000380125:1	TA.KD009_A549_96H:TRCN0000312661:1	0.0218
TA.KD009_A549_96H:TRCN0000047176:1	TA.KD009_A549_96H:TRCN0000312659:1	-0.1236
