Sample1	Sample2	GSE70138-Knockdown_96h
TA.KD009_A549_96H:TRCN0000312628:1	TA.KD009_A549_96H:TRCN0000039639:1	0.0284
TA.KD009_A549_96H:TRCN0000039638:1	TA.KD009_A549_96H:TRCN0000039641:1	0.0582
TA.KD009_A549_96H:TRCN0000039638:1	TA.KD009_A549_96H:TRCN0000039639:1	0.065
TA.KD009_A549_96H:TRCN0000039641:1	TA.KD009_A549_96H:TRCN0000039639:1	0.1114
TAK004_U2OS_96H:TRCN0000122686:1	TAK004_U2OS_96H:TRCN0000140034:1	0.1104
TAK004_U2OS_96H:TRCN0000122686:1	TAK004_U2OS_96H:TRCN0000139881:1	0.1456
TAK004_U2OS_96H:TRCN0000122686:1	TAK004_U2OS_96H:TRCN0000143460:1	0.189
TAK004_U2OS_96H:TRCN0000140034:1	TAK004_U2OS_96H:TRCN0000139881:1	0.3417
TAK004_U2OS_96H:TRCN0000140034:1	TAK004_U2OS_96H:TRCN0000143460:1	0.157
TAK004_U2OS_96H:TRCN0000139881:1	TAK004_U2OS_96H:TRCN0000143460:1	0.1363
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000238778:1	0.1676
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000039716:1	0.0642
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000234915:1	0.0891
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000234916:1	0.1447
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000039713:1	0.0348
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000234917:1	-0.0783
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000039717:1	0.042
TA.KD009_A549_96H:TRCN0000039714:1	TA.KD009_A549_96H:TRCN0000039715:1	0.1043
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000039716:1	0.0764
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000234915:1	0.0374
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000234916:1	0.1158
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000039713:1	0.1936
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000234917:1	-0.0778
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000039717:1	-0.0158
TA.KD009_A549_96H:TRCN0000238778:1	TA.KD009_A549_96H:TRCN0000039715:1	-0.0439
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000234915:1	-0.0004
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000234916:1	0.0008
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000039713:1	-0.0452
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000234917:1	0.1629
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000039717:1	0.0374
TA.KD009_A549_96H:TRCN0000039716:1	TA.KD009_A549_96H:TRCN0000039715:1	0.2244
TA.KD009_A549_96H:TRCN0000234915:1	TA.KD009_A549_96H:TRCN0000234916:1	0.0301
TA.KD009_A549_96H:TRCN0000234915:1	TA.KD009_A549_96H:TRCN0000039713:1	0.0008
TA.KD009_A549_96H:TRCN0000234915:1	TA.KD009_A549_96H:TRCN0000234917:1	-0.0018
TA.KD009_A549_96H:TRCN0000234915:1	TA.KD009_A549_96H:TRCN0000039717:1	-0.0713
TA.KD009_A549_96H:TRCN0000234915:1	TA.KD009_A549_96H:TRCN0000039715:1	0.0429
TA.KD009_A549_96H:TRCN0000234916:1	TA.KD009_A549_96H:TRCN0000039713:1	0.1608
TA.KD009_A549_96H:TRCN0000234916:1	TA.KD009_A549_96H:TRCN0000234917:1	0.0155
TA.KD009_A549_96H:TRCN0000234916:1	TA.KD009_A549_96H:TRCN0000039717:1	0.0173
TA.KD009_A549_96H:TRCN0000234916:1	TA.KD009_A549_96H:TRCN0000039715:1	0.0373
TA.KD009_A549_96H:TRCN0000039713:1	TA.KD009_A549_96H:TRCN0000234917:1	-0.0191
TA.KD009_A549_96H:TRCN0000039713:1	TA.KD009_A549_96H:TRCN0000039717:1	-0.0244
TA.KD009_A549_96H:TRCN0000039713:1	TA.KD009_A549_96H:TRCN0000039715:1	-0.0639
TA.KD009_A549_96H:TRCN0000234917:1	TA.KD009_A549_96H:TRCN0000039717:1	0.1222
TA.KD009_A549_96H:TRCN0000234917:1	TA.KD009_A549_96H:TRCN0000039715:1	0.1307
TA.KD009_A549_96H:TRCN0000039717:1	TA.KD009_A549_96H:TRCN0000039715:1	-0.0074
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000020452:1	0.0676
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000020451:1	0.0037
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000415136:1	0.0437
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000020453:1	0.0338
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000436617:1	0.0826
TA.KD009_A549_96H:TRCN0000020449:1	TA.KD009_A549_96H:TRCN0000412840:1	0.1353
TA.KD009_A549_96H:TRCN0000020452:1	TA.KD009_A549_96H:TRCN0000020451:1	0.2104
TA.KD009_A549_96H:TRCN0000020452:1	TA.KD009_A549_96H:TRCN0000415136:1	0.2276
TA.KD009_A549_96H:TRCN0000020452:1	TA.KD009_A549_96H:TRCN0000020453:1	0.0629
TA.KD009_A549_96H:TRCN0000020452:1	TA.KD009_A549_96H:TRCN0000436617:1	-0.1487
TA.KD009_A549_96H:TRCN0000020452:1	TA.KD009_A549_96H:TRCN0000412840:1	0.0268
TA.KD009_A549_96H:TRCN0000020451:1	TA.KD009_A549_96H:TRCN0000415136:1	0.1096
TA.KD009_A549_96H:TRCN0000020451:1	TA.KD009_A549_96H:TRCN0000020453:1	0.0476
TA.KD009_A549_96H:TRCN0000020451:1	TA.KD009_A549_96H:TRCN0000436617:1	-0.1291
TA.KD009_A549_96H:TRCN0000020451:1	TA.KD009_A549_96H:TRCN0000412840:1	0.0844
TA.KD009_A549_96H:TRCN0000415136:1	TA.KD009_A549_96H:TRCN0000020453:1	0.0934
TA.KD009_A549_96H:TRCN0000415136:1	TA.KD009_A549_96H:TRCN0000436617:1	0.0646
TA.KD009_A549_96H:TRCN0000415136:1	TA.KD009_A549_96H:TRCN0000412840:1	0.0599
TA.KD009_A549_96H:TRCN0000020453:1	TA.KD009_A549_96H:TRCN0000436617:1	0.007
TA.KD009_A549_96H:TRCN0000020453:1	TA.KD009_A549_96H:TRCN0000412840:1	-0.056
TA.KD009_A549_96H:TRCN0000436617:1	TA.KD009_A549_96H:TRCN0000412840:1	-0.0256
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000244222:1	0.084
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000019479:1	-0.0087
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000019483:1	-0.0451
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000236384:1	0.038
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000019480:1	0.0685
TA.KD010_A549_96H:TRCN0000236381:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0378
TA.KD010_A549_96H:TRCN0000244222:1	TA.KD010_A549_96H:TRCN0000019479:1	-0.0455
TA.KD010_A549_96H:TRCN0000244222:1	TA.KD010_A549_96H:TRCN0000019483:1	-0.0224
TA.KD010_A549_96H:TRCN0000244222:1	TA.KD010_A549_96H:TRCN0000236384:1	0.1427
TA.KD010_A549_96H:TRCN0000244222:1	TA.KD010_A549_96H:TRCN0000019480:1	0.1034
TA.KD010_A549_96H:TRCN0000244222:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0738
TA.KD010_A549_96H:TRCN0000019479:1	TA.KD010_A549_96H:TRCN0000019483:1	0.0784
TA.KD010_A549_96H:TRCN0000019479:1	TA.KD010_A549_96H:TRCN0000236384:1	0.0594
TA.KD010_A549_96H:TRCN0000019479:1	TA.KD010_A549_96H:TRCN0000019480:1	0.0195
TA.KD010_A549_96H:TRCN0000019479:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0275
TA.KD010_A549_96H:TRCN0000019483:1	TA.KD010_A549_96H:TRCN0000236384:1	-0.0032
TA.KD010_A549_96H:TRCN0000019483:1	TA.KD010_A549_96H:TRCN0000019480:1	0.0603
TA.KD010_A549_96H:TRCN0000019483:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0074
TA.KD010_A549_96H:TRCN0000236384:1	TA.KD010_A549_96H:TRCN0000019480:1	0.0045
TA.KD010_A549_96H:TRCN0000236384:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0241
TA.KD010_A549_96H:TRCN0000019480:1	TA.KD010_A549_96H:TRCN0000236383:1	0.0956
TA.KD009_A549_96H:TRCN0000033256:1	TA.KD009_A549_96H:TRCN0000033258:1	0.0332
TA.KD009_A549_96H:TRCN0000033256:1	TA.KD009_A549_96H:TRCN0000033257:1	0.1058
TA.KD009_A549_96H:TRCN0000033256:1	TA.KD009_A549_96H:TRCN0000300442:1	0.0017
TA.KD009_A549_96H:TRCN0000033258:1	TA.KD009_A549_96H:TRCN0000033257:1	0.019
TA.KD009_A549_96H:TRCN0000033258:1	TA.KD009_A549_96H:TRCN0000300442:1	-0.0295
TA.KD009_A549_96H:TRCN0000033257:1	TA.KD009_A549_96H:TRCN0000300442:1	-0.0477
TAK004_U2OS_96H:TRCN0000195247:1	TAK004_U2OS_96H:TRCN0000196454:1	0.2026
TAK004_U2OS_96H:TRCN0000195247:1	TAK004_U2OS_96H:TRCN0000006179:1	0.2333
TAK004_U2OS_96H:TRCN0000195247:1	TAK004_U2OS_96H:TRCN0000006178:1	0.2404
TAK004_U2OS_96H:TRCN0000195247:1	TAK004_U2OS_96H:TRCN0000006182:1	0.2362
TAK004_U2OS_96H:TRCN0000196454:1	TAK004_U2OS_96H:TRCN0000006179:1	0.4012
TAK004_U2OS_96H:TRCN0000196454:1	TAK004_U2OS_96H:TRCN0000006178:1	0.2771
TAK004_U2OS_96H:TRCN0000196454:1	TAK004_U2OS_96H:TRCN0000006182:1	0.3622
TAK004_U2OS_96H:TRCN0000006179:1	TAK004_U2OS_96H:TRCN0000006178:1	0.4007
TAK004_U2OS_96H:TRCN0000006179:1	TAK004_U2OS_96H:TRCN0000006182:1	0.4746
TAK004_U2OS_96H:TRCN0000006178:1	TAK004_U2OS_96H:TRCN0000006182:1	0.3431
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000350276:1	0.0701
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000320655:1	0.131
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000196795:1	-0.1559
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000039603:1	0.0214
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000195203:1	0.0458
TA.KD010_A549_96H:TRCN0000010407:1	TA.KD010_A549_96H:TRCN0000039607:1	0.1042
TA.KD010_A549_96H:TRCN0000350276:1	TA.KD010_A549_96H:TRCN0000320655:1	-0.0595
TA.KD010_A549_96H:TRCN0000350276:1	TA.KD010_A549_96H:TRCN0000196795:1	0.2323
TA.KD010_A549_96H:TRCN0000350276:1	TA.KD010_A549_96H:TRCN0000039603:1	-0.0581
TA.KD010_A549_96H:TRCN0000350276:1	TA.KD010_A549_96H:TRCN0000195203:1	0.034
TA.KD010_A549_96H:TRCN0000350276:1	TA.KD010_A549_96H:TRCN0000039607:1	0.0236
TA.KD010_A549_96H:TRCN0000320655:1	TA.KD010_A549_96H:TRCN0000196795:1	-0.0835
TA.KD010_A549_96H:TRCN0000320655:1	TA.KD010_A549_96H:TRCN0000039603:1	0.1882
TA.KD010_A549_96H:TRCN0000320655:1	TA.KD010_A549_96H:TRCN0000195203:1	0.055
TA.KD010_A549_96H:TRCN0000320655:1	TA.KD010_A549_96H:TRCN0000039607:1	0.2243
TA.KD010_A549_96H:TRCN0000196795:1	TA.KD010_A549_96H:TRCN0000039603:1	-0.1698
TA.KD010_A549_96H:TRCN0000196795:1	TA.KD010_A549_96H:TRCN0000195203:1	0.0031
TA.KD010_A549_96H:TRCN0000196795:1	TA.KD010_A549_96H:TRCN0000039607:1	-0.0984
TA.KD010_A549_96H:TRCN0000039603:1	TA.KD010_A549_96H:TRCN0000195203:1	0.0174
TA.KD010_A549_96H:TRCN0000039603:1	TA.KD010_A549_96H:TRCN0000039607:1	0.1946
TA.KD010_A549_96H:TRCN0000195203:1	TA.KD010_A549_96H:TRCN0000039607:1	0.0385
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000033293:1	0.0082
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000033289:1	0.0027
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000033291:1	-0.1378
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000033292:1	0.0073
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000195144:1	0.0693
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000033290:1	0.083
TA.KD010_A549_96H:TRCN0000195110:1	TA.KD010_A549_96H:TRCN0000195671:1	0.1231
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000033289:1	0.0498
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000033291:1	0.0237
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000033292:1	0.0698
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000195144:1	-0.0386
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000033290:1	0.0539
TA.KD010_A549_96H:TRCN0000033293:1	TA.KD010_A549_96H:TRCN0000195671:1	0.0691
TA.KD010_A549_96H:TRCN0000033289:1	TA.KD010_A549_96H:TRCN0000033291:1	0.0402
TA.KD010_A549_96H:TRCN0000033289:1	TA.KD010_A549_96H:TRCN0000033292:1	0.0432
TA.KD010_A549_96H:TRCN0000033289:1	TA.KD010_A549_96H:TRCN0000195144:1	-0.0581
TA.KD010_A549_96H:TRCN0000033289:1	TA.KD010_A549_96H:TRCN0000033290:1	0.0243
TA.KD010_A549_96H:TRCN0000033289:1	TA.KD010_A549_96H:TRCN0000195671:1	-0.0627
TA.KD010_A549_96H:TRCN0000033291:1	TA.KD010_A549_96H:TRCN0000033292:1	0.202
TA.KD010_A549_96H:TRCN0000033291:1	TA.KD010_A549_96H:TRCN0000195144:1	-0.0254
TA.KD010_A549_96H:TRCN0000033291:1	TA.KD010_A549_96H:TRCN0000033290:1	0.0402
TA.KD010_A549_96H:TRCN0000033291:1	TA.KD010_A549_96H:TRCN0000195671:1	-0.1399
TA.KD010_A549_96H:TRCN0000033292:1	TA.KD010_A549_96H:TRCN0000195144:1	-0.1092
TA.KD010_A549_96H:TRCN0000033292:1	TA.KD010_A549_96H:TRCN0000033290:1	0.0868
TA.KD010_A549_96H:TRCN0000033292:1	TA.KD010_A549_96H:TRCN0000195671:1	-0.0584
TA.KD010_A549_96H:TRCN0000195144:1	TA.KD010_A549_96H:TRCN0000033290:1	0.0043
TA.KD010_A549_96H:TRCN0000195144:1	TA.KD010_A549_96H:TRCN0000195671:1	0.2354
TA.KD010_A549_96H:TRCN0000033290:1	TA.KD010_A549_96H:TRCN0000195671:1	0.1151
TA.KD010_A549_96H:TRCN0000050561:1	TA.KD010_A549_96H:TRCN0000050560:1	0.1403
TA.KD010_A549_96H:TRCN0000050561:1	TA.KD010_A549_96H:TRCN0000050559:1	0.1534
TA.KD010_A549_96H:TRCN0000050560:1	TA.KD010_A549_96H:TRCN0000050559:1	0.4622
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000035906:1	0.0946
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000312600:1	0.0347
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000312599:1	0.1872
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000312534:1	0.0518
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000327735:1	0.059
TA.KD010_A549_96H:TRCN0000035904:1	TA.KD010_A549_96H:TRCN0000327660:1	0.1496
TA.KD010_A549_96H:TRCN0000035906:1	TA.KD010_A549_96H:TRCN0000312600:1	0.13
TA.KD010_A549_96H:TRCN0000035906:1	TA.KD010_A549_96H:TRCN0000312599:1	0.0834
TA.KD010_A549_96H:TRCN0000035906:1	TA.KD010_A549_96H:TRCN0000312534:1	-0.0346
TA.KD010_A549_96H:TRCN0000035906:1	TA.KD010_A549_96H:TRCN0000327735:1	-0.0511
TA.KD010_A549_96H:TRCN0000035906:1	TA.KD010_A549_96H:TRCN0000327660:1	-0.0668
TA.KD010_A549_96H:TRCN0000312600:1	TA.KD010_A549_96H:TRCN0000312599:1	-0.0107
TA.KD010_A549_96H:TRCN0000312600:1	TA.KD010_A549_96H:TRCN0000312534:1	0.0616
TA.KD010_A549_96H:TRCN0000312600:1	TA.KD010_A549_96H:TRCN0000327735:1	0.0271
TA.KD010_A549_96H:TRCN0000312600:1	TA.KD010_A549_96H:TRCN0000327660:1	0.0223
TA.KD010_A549_96H:TRCN0000312599:1	TA.KD010_A549_96H:TRCN0000312534:1	0.0836
TA.KD010_A549_96H:TRCN0000312599:1	TA.KD010_A549_96H:TRCN0000327735:1	0.1334
TA.KD010_A549_96H:TRCN0000312599:1	TA.KD010_A549_96H:TRCN0000327660:1	0.0122
TA.KD010_A549_96H:TRCN0000312534:1	TA.KD010_A549_96H:TRCN0000327735:1	0.0958
TA.KD010_A549_96H:TRCN0000312534:1	TA.KD010_A549_96H:TRCN0000327660:1	0.1094
TA.KD010_A549_96H:TRCN0000327735:1	TA.KD010_A549_96H:TRCN0000327660:1	0.1624
TA.KD007_DLD1_96H:TRCN0000307113:4	TA.KD007_DLD1_96H:TRCN0000049369:4	0.4663
TA.KD007_DLD1_96H:TRCN0000307113:4	TA.KD007_DLD1_96H:TRCN0000049368:4	0.411
TA.KD007_DLD1_96H:TRCN0000049369:4	TA.KD007_DLD1_96H:TRCN0000049368:4	0.403
TA.KD007_HT29_96H:TRCN0000307113:4	TA.KD007_HT29_96H:TRCN0000049369:4	0.0902
TA.KD007_HT29_96H:TRCN0000307113:4	TA.KD007_HT29_96H:TRCN0000307111:4	0.1753
TA.KD007_HT29_96H:TRCN0000049369:4	TA.KD007_HT29_96H:TRCN0000307111:4	0.086
TA.KD010_A549_96H:TRCN0000231508:1	TA.KD010_A549_96H:TRCN0000231599:1	0.1118
TA.KD010_A549_96H:TRCN0000231508:1	TA.KD010_A549_96H:TRCN0000231600:1	0.1337
TA.KD010_A549_96H:TRCN0000231508:1	TA.KD010_A549_96H:TRCN0000231509:1	0.2422
TA.KD010_A549_96H:TRCN0000231508:1	TA.KD010_A549_96H:TRCN0000381088:1	-0.0201
TA.KD010_A549_96H:TRCN0000231599:1	TA.KD010_A549_96H:TRCN0000231600:1	-0.0207
TA.KD010_A549_96H:TRCN0000231599:1	TA.KD010_A549_96H:TRCN0000231509:1	0.0841
TA.KD010_A549_96H:TRCN0000231599:1	TA.KD010_A549_96H:TRCN0000381088:1	0.0634
TA.KD010_A549_96H:TRCN0000231600:1	TA.KD010_A549_96H:TRCN0000231509:1	0.1981
TA.KD010_A549_96H:TRCN0000231600:1	TA.KD010_A549_96H:TRCN0000381088:1	0.0417
TA.KD010_A549_96H:TRCN0000231509:1	TA.KD010_A549_96H:TRCN0000381088:1	0.0569
TA.KD007_HT29_96H:TRCN0000379835:4	TA.KD007_HT29_96H:TRCN0000002765:4	0.1924
TA.KD007_HT29_96H:TRCN0000379835:4	TA.KD007_HT29_96H:TRCN0000002767:4	0.3676
TA.KD007_HT29_96H:TRCN0000379835:4	TA.KD007_HT29_96H:TRCN0000279950:4	0.1828
TA.KD007_HT29_96H:TRCN0000002765:4	TA.KD007_HT29_96H:TRCN0000002767:4	0.2074
TA.KD007_HT29_96H:TRCN0000002765:4	TA.KD007_HT29_96H:TRCN0000279950:4	0.2738
TA.KD007_HT29_96H:TRCN0000002767:4	TA.KD007_HT29_96H:TRCN0000279950:4	0.2344
TA.KD007_HT29_96H:TRCN0000289016:4	TA.KD007_HT29_96H:TRCN0000037790:4	0.2635
TA.KD007_HT29_96H:TRCN0000289016:4	TA.KD007_HT29_96H:TRCN0000037791:4	0.2312
TA.KD007_HT29_96H:TRCN0000037790:4	TA.KD007_HT29_96H:TRCN0000037791:4	0.0442
TA.KD007_DLD1_96H:TRCN0000005206:4	TA.KD007_DLD1_96H:TRCN0000005207:4	-0.0081
TA.KD007_DLD1_96H:TRCN0000005206:4	TA.KD007_DLD1_96H:TRCN0000005208:4	0.0076
TA.KD007_DLD1_96H:TRCN0000005207:4	TA.KD007_DLD1_96H:TRCN0000005208:4	0.1411
TA.KD007_HT29_96H:TRCN0000005209:4	TA.KD007_HT29_96H:TRCN0000005208:4	0.014
TA.KD007_HT29_96H:TRCN0000005209:4	TA.KD007_HT29_96H:TRCN0000005206:4	0.1057
TA.KD007_HT29_96H:TRCN0000005209:4	TA.KD007_HT29_96H:TRCN0000005210:4	0.2463
TA.KD007_HT29_96H:TRCN0000005209:4	TA.KD007_HT29_96H:TRCN0000005207:4	0.2092
TA.KD007_HT29_96H:TRCN0000005208:4	TA.KD007_HT29_96H:TRCN0000005206:4	-0.0756
TA.KD007_HT29_96H:TRCN0000005208:4	TA.KD007_HT29_96H:TRCN0000005210:4	0.0576
TA.KD007_HT29_96H:TRCN0000005208:4	TA.KD007_HT29_96H:TRCN0000005207:4	0.0194
TA.KD007_HT29_96H:TRCN0000005206:4	TA.KD007_HT29_96H:TRCN0000005210:4	0.1534
TA.KD007_HT29_96H:TRCN0000005206:4	TA.KD007_HT29_96H:TRCN0000005207:4	0.1842
TA.KD007_HT29_96H:TRCN0000005210:4	TA.KD007_HT29_96H:TRCN0000005207:4	0.2013
TA.KD007_HT29_96H:TRCN0000000720:4	TA.KD007_HT29_96H:TRCN0000219890:4	0.0468
TA.KD007_HT29_96H:TRCN0000000720:4	TA.KD007_HT29_96H:TRCN0000000721:4	-0.1458
TA.KD007_HT29_96H:TRCN0000000720:4	TA.KD007_HT29_96H:TRCN0000000723:4	0.1925
TA.KD007_HT29_96H:TRCN0000000720:4	TA.KD007_HT29_96H:TRCN0000000722:4	0.1639
TA.KD007_HT29_96H:TRCN0000219890:4	TA.KD007_HT29_96H:TRCN0000000721:4	0.1219
TA.KD007_HT29_96H:TRCN0000219890:4	TA.KD007_HT29_96H:TRCN0000000723:4	-0.0041
TA.KD007_HT29_96H:TRCN0000219890:4	TA.KD007_HT29_96H:TRCN0000000722:4	0.0586
TA.KD007_HT29_96H:TRCN0000000721:4	TA.KD007_HT29_96H:TRCN0000000723:4	-0.1511
TA.KD007_HT29_96H:TRCN0000000721:4	TA.KD007_HT29_96H:TRCN0000000722:4	0.0441
TA.KD007_HT29_96H:TRCN0000000723:4	TA.KD007_HT29_96H:TRCN0000000722:4	0.1538
TA.KD007_DLD1_96H:TRCN0000003921:4	TA.KD007_DLD1_96H:TRCN0000003925:4	0.5597
TA.KD007_DLD1_96H:TRCN0000003921:4	TA.KD007_DLD1_96H:TRCN0000003923:4	0.3647
TA.KD007_DLD1_96H:TRCN0000003921:4	TA.KD007_DLD1_96H:TRCN0000003924:4	0.326
TA.KD007_DLD1_96H:TRCN0000003921:4	TA.KD007_DLD1_96H:TRCN0000003922:4	0.1757
TA.KD007_DLD1_96H:TRCN0000003925:4	TA.KD007_DLD1_96H:TRCN0000003923:4	0.5524
TA.KD007_DLD1_96H:TRCN0000003925:4	TA.KD007_DLD1_96H:TRCN0000003924:4	0.3615
TA.KD007_DLD1_96H:TRCN0000003925:4	TA.KD007_DLD1_96H:TRCN0000003922:4	0.0682
TA.KD007_DLD1_96H:TRCN0000003923:4	TA.KD007_DLD1_96H:TRCN0000003924:4	0.3325
TA.KD007_DLD1_96H:TRCN0000003923:4	TA.KD007_DLD1_96H:TRCN0000003922:4	0.1369
TA.KD007_DLD1_96H:TRCN0000003924:4	TA.KD007_DLD1_96H:TRCN0000003922:4	0.1337
TA.KD007_HT29_96H:TRCN0000003922:4	TA.KD007_HT29_96H:TRCN0000003925:4	0.541
TA.KD007_HT29_96H:TRCN0000003922:4	TA.KD007_HT29_96H:TRCN0000003924:4	0.5127
TA.KD007_HT29_96H:TRCN0000003922:4	TA.KD007_HT29_96H:TRCN0000003923:4	0.5136
TA.KD007_HT29_96H:TRCN0000003925:4	TA.KD007_HT29_96H:TRCN0000003924:4	0.6723
TA.KD007_HT29_96H:TRCN0000003925:4	TA.KD007_HT29_96H:TRCN0000003923:4	0.7279
TA.KD007_HT29_96H:TRCN0000003924:4	TA.KD007_HT29_96H:TRCN0000003923:4	0.5735
TA.KD007_DLD1_96H:TRCN0000020263:4	TA.KD007_DLD1_96H:TRCN0000020259:4	0.2625
TA.KD007_DLD1_96H:TRCN0000020263:4	TA.KD007_DLD1_96H:TRCN0000020261:4	0.2665
TA.KD007_DLD1_96H:TRCN0000020259:4	TA.KD007_DLD1_96H:TRCN0000020261:4	0.3328
TA.KD007_HT29_96H:TRCN0000020263:4	TA.KD007_HT29_96H:TRCN0000352809:4	0.4797
TA.KD007_HT29_96H:TRCN0000020263:4	TA.KD007_HT29_96H:TRCN0000020261:4	0.4757
TA.KD007_HT29_96H:TRCN0000020263:4	TA.KD007_HT29_96H:TRCN0000020262:4	0.3169
TA.KD007_HT29_96H:TRCN0000020263:4	TA.KD007_HT29_96H:TRCN0000020259:4	0.4179
TA.KD007_HT29_96H:TRCN0000352809:4	TA.KD007_HT29_96H:TRCN0000020261:4	0.6457
TA.KD007_HT29_96H:TRCN0000352809:4	TA.KD007_HT29_96H:TRCN0000020262:4	0.4429
TA.KD007_HT29_96H:TRCN0000352809:4	TA.KD007_HT29_96H:TRCN0000020259:4	0.4427
TA.KD007_HT29_96H:TRCN0000020261:4	TA.KD007_HT29_96H:TRCN0000020262:4	0.4486
TA.KD007_HT29_96H:TRCN0000020261:4	TA.KD007_HT29_96H:TRCN0000020259:4	0.6311
TA.KD007_HT29_96H:TRCN0000020262:4	TA.KD007_HT29_96H:TRCN0000020259:4	0.3256
TA.KD007_HT29_96H:TRCN0000290093:4	TA.KD007_HT29_96H:TRCN0000058090:4	0.6586
TA.KD007_HT29_96H:TRCN0000290093:4	TA.KD007_HT29_96H:TRCN0000058089:4	0.5828
TA.KD007_HT29_96H:TRCN0000290093:4	TA.KD007_HT29_96H:TRCN0000290022:4	0.6327
TA.KD007_HT29_96H:TRCN0000290093:4	CGS001_HT29_96H:PSMD2:1	0.6973
TA.KD007_HT29_96H:TRCN0000058090:4	TA.KD007_HT29_96H:TRCN0000058089:4	0.5739
