Sample1	Sample2	Jaccard	Pearson	Spearman	Cosine_diffshRNA
TA.KD007_HT29_96H:TRCN0000044572:4	TA.KD007_HT29_96H:TRCN0000044571:4	0.4918	0.0348	-0.0088	0.0359
TA.KD007_HT29_96H:TRCN0000044572:4	TA.KD007_HT29_96H:TRCN0000044569:4	0.5297	0.0778	0.1158	0.0777
TA.KD007_HT29_96H:TRCN0000044572:4	TA.KD007_HT29_96H:TRCN0000044568:4	0.5194	0.0527	0.0721	0.052
TA.KD007_HT29_96H:TRCN0000044571:4	TA.KD007_HT29_96H:TRCN0000044569:4	0.455	-0.0579	-0.0888	-0.0579
TA.KD007_HT29_96H:TRCN0000044571:4	TA.KD007_HT29_96H:TRCN0000044568:4	0.5644	0.1318	0.1522	0.1314
TA.KD007_HT29_96H:TRCN0000044569:4	TA.KD007_HT29_96H:TRCN0000044568:4	0.4734	-0.0586	-0.0666	-0.0586
TA.KD007_DLD1_96H:TRCN0000430158:4	TA.KD007_DLD1_96H:TRCN0000038389:4	0.4867	0.1049	0.0521	0.1048
TA.KD007_HT29_96H:TRCN0000038389:4	TA.KD007_HT29_96H:TRCN0000038392:4	0.5389	0.1107	0.1015	0.1104
TA.KD007_HT29_96H:TRCN0000038389:4	TA.KD007_HT29_96H:TRCN0000430158:4	0.4888	-0.0414	-0.0647	-0.0419
TA.KD007_HT29_96H:TRCN0000038392:4	TA.KD007_HT29_96H:TRCN0000430158:4	0.4693	0.005	-0.0179	0.0053
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000152814:1	0.6176	0.2925	0.2742	0.293
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155235:1	0.3579	-0.193	-0.3062	-0.1923
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154330:1	0.5603	0.1816	0.1827	0.1823
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154329:1	0.4949	0.0186	-0.0078	0.019
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155487:1	0.3783	-0.1721	-0.2564	-0.1719
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154866:1	0.3517	-0.2407	-0.3424	-0.2404
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000155281:1	0.6084	0.304	0.2919	0.3035
TAK004_U2OS_96H:TRCN0000154753:1	TAK004_U2OS_96H:TRCN0000154516:1	0.5982	0.2679	0.2734	0.2685
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155235:1	0.3988	-0.0398	-0.1458	-0.0384
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154330:1	0.5746	0.1857	0.1865	0.1874
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154329:1	0.5112	0.075	0.0583	0.076
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155487:1	0.4499	-0.0179	-0.0453	-0.0176
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154866:1	0.3906	-0.1598	-0.1902	-0.1591
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000155281:1	0.592	0.2515	0.2269	0.2503
TAK004_U2OS_96H:TRCN0000152814:1	TAK004_U2OS_96H:TRCN0000154516:1	0.5552	0.2347	0.2097	0.2362
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154330:1	0.454	-0.0259	-0.1009	-0.0246
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154329:1	0.5603	0.1252	0.1362	0.1258
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000155487:1	0.6176	0.2095	0.2736	0.2095
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154866:1	0.6196	0.1806	0.2555	0.1808
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000155281:1	0.4018	-0.1388	-0.2002	-0.1393
TAK004_U2OS_96H:TRCN0000155235:1	TAK004_U2OS_96H:TRCN0000154516:1	0.4775	0.0017	-0.0564	0.0029
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154329:1	0.4438	-0.0337	-0.1366	-0.0326
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000155487:1	0.4049	-0.1576	-0.1897	-0.1572
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154866:1	0.4315	-0.1209	-0.1499	-0.1203
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000155281:1	0.5573	0.1501	0.1315	0.1491
TAK004_U2OS_96H:TRCN0000154330:1	TAK004_U2OS_96H:TRCN0000154516:1	0.5245	0.1117	0.0636	0.1134
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000155487:1	0.5399	0.0823	0.0771	0.0825
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000154866:1	0.4785	0.0435	0.0072	0.0437
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000155281:1	0.4877	0.0622	0.0017	0.0617
TAK004_U2OS_96H:TRCN0000154329:1	TAK004_U2OS_96H:TRCN0000154516:1	0.5389	0.0865	0.0744	0.0873
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000154866:1	0.636	0.3324	0.3315	0.3324
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000155281:1	0.4305	-0.0882	-0.1343	-0.0883
TAK004_U2OS_96H:TRCN0000155487:1	TAK004_U2OS_96H:TRCN0000154516:1	0.4857	0.0447	0.0232	0.0449
TAK004_U2OS_96H:TRCN0000154866:1	TAK004_U2OS_96H:TRCN0000155281:1	0.4162	-0.1657	-0.1915	-0.1659
TAK004_U2OS_96H:TRCN0000154866:1	TAK004_U2OS_96H:TRCN0000154516:1	0.41	-0.1738	-0.2218	-0.1731
TAK004_U2OS_96H:TRCN0000155281:1	TAK004_U2OS_96H:TRCN0000154516:1	0.5706	0.2256	0.1868	0.2246
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000295871:1	0.4325	-0.0691	-0.1014	-0.068
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000288654:1	0.5358	0.1313	0.1126	0.1318
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000295816:1	0.4693	-0.0606	-0.0869	-0.058
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000010322:1	0.4765	-0.042	-0.038	-0.0402
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000040031:1	0.5225	0.0705	0.0828	0.0703
TA.KD010_A549_96H:TRCN0000040030:1	TA.KD010_A549_96H:TRCN0000040028:1	0.5256	0.1067	0.0781	0.1067
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000288654:1	0.5164	0.078	0.0637	0.0784
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000295816:1	0.5072	0.0053	0.0199	0.0073
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000010322:1	0.498	0.0369	0.0281	0.0383
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000040031:1	0.5317	0.0961	0.114	0.0959
TA.KD010_A549_96H:TRCN0000295871:1	TA.KD010_A549_96H:TRCN0000040028:1	0.5164	0.0293	0.0305	0.0293
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000295816:1	0.5327	0.1042	0.0464	0.1053
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000010322:1	0.4703	0.0358	-0.0267	0.0367
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000040031:1	0.5573	0.1945	0.1548	0.1944
TA.KD010_A549_96H:TRCN0000288654:1	TA.KD010_A549_96H:TRCN0000040028:1	0.5031	0.0915	0.0694	0.0915
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000010322:1	0.5307	0.05	0.0701	0.0534
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000040031:1	0.4479	-0.0416	-0.0867	-0.0419
TA.KD010_A549_96H:TRCN0000295816:1	TA.KD010_A549_96H:TRCN0000040028:1	0.5041	0.0277	0.0353	0.0277
TA.KD010_A549_96H:TRCN0000010322:1	TA.KD010_A549_96H:TRCN0000040031:1	0.4673	-0.048	-0.0602	-0.0482
TA.KD010_A549_96H:TRCN0000010322:1	TA.KD010_A549_96H:TRCN0000040028:1	0.4785	0.038	0.0118	0.038
TA.KD010_A549_96H:TRCN0000040031:1	TA.KD010_A549_96H:TRCN0000040028:1	0.6166	0.2867	0.2755	0.2866
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040029:4	0.5194	0.0218	0.0197	0.0221
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000010322:4	0.4468	-0.1028	-0.1355	-0.1028
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.5337	0.1236	0.0759	0.1237
TA.KD007_DLD1_96H:TRCN0000040031:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.5787	0.2596	0.2646	0.2598
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000010322:4	0.4775	0.0159	-0.0071	0.0159
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.5174	0.065	0.0336	0.0652
TA.KD007_DLD1_96H:TRCN0000040029:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.5133	0.0102	0.0104	0.0104
TA.KD007_DLD1_96H:TRCN0000010322:4	TA.KD007_DLD1_96H:TRCN0000040032:4	0.502	0.1347	0.0371	0.1347
TA.KD007_DLD1_96H:TRCN0000010322:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.4571	-0.0019	-0.056	-0.0018
TA.KD007_DLD1_96H:TRCN0000040032:4	TA.KD007_DLD1_96H:TRCN0000040028:4	0.456	0.03	-0.0472	0.0301
TA.KD007_HT29_96H:TRCN0000040031:4	TA.KD007_HT29_96H:TRCN0000010322:4	0.4294	-0.1078	-0.1578	-0.1077
TA.KD007_HT29_96H:TRCN0000040031:4	TA.KD007_HT29_96H:TRCN0000040028:4	0.5644	0.2115	0.184	0.2115
TA.KD007_HT29_96H:TRCN0000010322:4	TA.KD007_HT29_96H:TRCN0000040028:4	0.5603	0.1578	0.1521	0.1581
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000015550:1	0.4775	-0.0605	-0.0692	-0.0586
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000380723:1	0.4591	-0.0368	-0.0594	-0.0348
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000380157:1	0.5838	0.1657	0.1931	0.1661
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000231101:1	0.5695	0.1504	0.1777	0.1515
TA.KD010_A549_96H:TRCN0000380532:1	TA.KD010_A549_96H:TRCN0000231099:1	0.4847	-0.0314	-0.0579	-0.03
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000380723:1	0.5184	0.0855	0.065	0.0904
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000380157:1	0.5031	-0.0068	-0.0197	-0.0052
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000231101:1	0.4581	-0.048	-0.0751	-0.0437
TA.KD010_A549_96H:TRCN0000015550:1	TA.KD010_A549_96H:TRCN0000231099:1	0.5235	0.1084	0.0606	0.112
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000380157:1	0.4172	-0.1362	-0.1948	-0.134
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000231101:1	0.456	-0.0662	-0.1063	-0.0613
TA.KD010_A549_96H:TRCN0000380723:1	TA.KD010_A549_96H:TRCN0000231099:1	0.5409	0.028	0.07	0.0323
TA.KD010_A549_96H:TRCN0000380157:1	TA.KD010_A549_96H:TRCN0000231101:1	0.5849	0.232	0.2612	0.2329
TA.KD010_A549_96H:TRCN0000380157:1	TA.KD010_A549_96H:TRCN0000231099:1	0.4346	-0.1374	-0.1516	-0.1358
TA.KD010_A549_96H:TRCN0000231101:1	TA.KD010_A549_96H:TRCN0000231099:1	0.4509	-0.0152	-0.0866	-0.0117
EKW001_PC3_120H:TRCN0000274146:2	EKW001_PC3_120H:TRCN0000274203:2	0.5951	0.2148	0.2344	0.2167
EKW001_PC3_120H:TRCN0000274146:2	EKW001_PC3_120H:TRCN0000015779:2	0.5286	0.2092	0.165	0.2107
EKW001_PC3_120H:TRCN0000274146:2	CGS001_PC3_96H:SMARCE1:2	0.6217	0.4004	0.3917	0.4014
EKW001_PC3_120H:TRCN0000274146:2	CGS001_PC3_120H:SMARCE1:2	0.8037	0.8158	0.7939	0.8161
EKW001_PC3_120H:TRCN0000274203:2	EKW001_PC3_120H:TRCN0000015779:2	0.502	0.1026	0.03	0.1045
EKW001_PC3_120H:TRCN0000274203:2	CGS001_PC3_96H:SMARCE1:2	0.5583	0.1755	0.191	0.177
EKW001_PC3_120H:TRCN0000274203:2	CGS001_PC3_120H:SMARCE1:2	0.7219	0.6341	0.6099	0.6354
EKW001_PC3_120H:TRCN0000015779:2	CGS001_PC3_96H:SMARCE1:2	0.6135	0.3318	0.3198	0.3328
EKW001_PC3_120H:TRCN0000015779:2	CGS001_PC3_120H:SMARCE1:2	0.6493	0.5276	0.464	0.5287
EKW001_SHSY5Y_120H:TRCN0000274146:2	EKW001_SHSY5Y_120H:TRCN0000015779:2	0.4765	-0.0674	-0.0856	-0.0677
EKW001_SHSY5Y_120H:TRCN0000274146:2	EKW001_SHSY5Y_120H:TRCN0000274203:2	0.4898	-0.05	-0.0521	-0.0492
EKW001_SHSY5Y_120H:TRCN0000015779:2	EKW001_SHSY5Y_120H:TRCN0000274203:2	0.5838	0.2312	0.2422	0.231
TA.KD007_DLD1_96H:TRCN0000057073:4	TA.KD007_DLD1_96H:TRCN0000057077:4	0.5389	0.1101	0.1328	0.1105
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057073:4	0.4734	-0.0132	-0.0568	-0.0132
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057075:4	0.5419	-0.0238	0.0166	-0.0239
TA.KD007_HT29_96H:TRCN0000057077:4	TA.KD007_HT29_96H:TRCN0000057076:4	0.4836	-0.0611	-0.0826	-0.0611
TA.KD007_HT29_96H:TRCN0000057073:4	TA.KD007_HT29_96H:TRCN0000057075:4	0.455	0.0317	-0.0474	0.0315
TA.KD007_HT29_96H:TRCN0000057073:4	TA.KD007_HT29_96H:TRCN0000057076:4	0.4847	-0.001	-0.0034	-0.0011
TA.KD007_HT29_96H:TRCN0000057075:4	TA.KD007_HT29_96H:TRCN0000057076:4	0.544	0.1059	0.1039	0.1061
EKW001_PC3_120H:TRCN0000039808:2	EKW001_PC3_120H:TRCN0000018344:2	0.5143	0.0554	0.0388	0.056
EKW001_PC3_120H:TRCN0000039808:2	EKW001_PC3_120H:TRCN0000039812:2	0.4254	-0.095	-0.1405	-0.0946
EKW001_PC3_120H:TRCN0000018344:2	EKW001_PC3_120H:TRCN0000039812:2	0.4877	0.074	0.0256	0.0759
EKW001_PC3_120H:TRCN0000036970:2	EKW001_PC3_120H:TRCN0000036973:2	0.4908	0.1006	0.0313	0.1007
EKW001_PC3_120H:TRCN0000036970:2	EKW001_PC3_120H:TRCN0000359274:2	0.5072	0.0998	0.029	0.0999
EKW001_PC3_120H:TRCN0000036973:2	EKW001_PC3_120H:TRCN0000359274:2	0.4847	0.0795	0.0125	0.0813
EKW001_SHSY5Y_120H:TRCN0000359274:2	EKW001_SHSY5Y_120H:TRCN0000036973:2	0.5399	0.1498	0.1341	0.1498
TA.KD007_DLD1_96H:TRCN0000286278:4	TA.KD007_DLD1_96H:TRCN0000293663:4	0.501	0.0321	0.0232	0.0326
TA.KD007_HT29_96H:TRCN0000286278:4	TA.KD007_HT29_96H:TRCN0000293773:4	0.5859	0.2606	0.2596	0.2606
TA.KD007_HT29_96H:TRCN0000286278:4	TA.KD007_HT29_96H:TRCN0000293663:4	0.4499	-0.0319	-0.0717	-0.0319
TA.KD007_HT29_96H:TRCN0000293773:4	TA.KD007_HT29_96H:TRCN0000293663:4	0.4192	-0.0931	-0.1841	-0.0928
TA.KD007_DLD1_96H:TRCN0000074646:4	TA.KD007_DLD1_96H:TRCN0000293723:4	0.6718	0.5367	0.4966	0.5367
TA.KD007_DLD1_96H:TRCN0000074646:4	TA.KD007_DLD1_96H:TRCN0000293722:4	0.684	0.5144	0.4906	0.5144
TA.KD007_DLD1_96H:TRCN0000293723:4	TA.KD007_DLD1_96H:TRCN0000293722:4	0.6708	0.5168	0.5014	0.5168
TA.KD007_HT29_96H:TRCN0000293722:4	TA.KD007_HT29_96H:TRCN0000074643:4	0.6033	0.3428	0.2979	0.3427
TA.KD007_HT29_96H:TRCN0000293722:4	TA.KD007_HT29_96H:TRCN0000293723:4	0.5818	0.333	0.2504	0.3329
TA.KD007_HT29_96H:TRCN0000293722:4	CGS001_HT29_96H:SRRT:1	0.5716	0.3458	0.2506	0.3468
TA.KD007_HT29_96H:TRCN0000074643:4	TA.KD007_HT29_96H:TRCN0000293723:4	0.5276	0.2075	0.1029	0.2075
TA.KD007_HT29_96H:TRCN0000074643:4	CGS001_HT29_96H:SRRT:1	0.6738	0.4563	0.4331	0.4556
TA.KD007_HT29_96H:TRCN0000293723:4	CGS001_HT29_96H:SRRT:1	0.5961	0.406	0.3297	0.4052
EKW001_PC3_120H:TRCN0000073975:2	CGS001_PC3_144H:STAMBP:2	0.6063	0.3318	0.3093	0.3321
TA.KD007_DLD1_96H:TRCN0000020840:4	TA.KD007_DLD1_96H:TRCN0000329811:4	0.4663	-0.0407	-0.0722	-0.0407
TA.KD007_DLD1_96H:TRCN0000020840:4	TA.KD007_DLD1_96H:TRCN0000020842:4	0.5481	0.1096	0.1255	0.1102
TA.KD007_DLD1_96H:TRCN0000329811:4	TA.KD007_DLD1_96H:TRCN0000020842:4	0.4765	0.0118	-0.0046	0.0118
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000329811:4	0.4652	0.0023	-0.0434	0.002
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000020842:4	0.4867	0.0528	0.0187	0.0524
TA.KD007_HT29_96H:TRCN0000329888:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.5266	0.0715	0.0466	0.0714
TA.KD007_HT29_96H:TRCN0000329811:4	TA.KD007_HT29_96H:TRCN0000020842:4	0.5225	0.1203	0.086	0.1204
TA.KD007_HT29_96H:TRCN0000329811:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.4775	0.0094	-0.0377	0.0095
TA.KD007_HT29_96H:TRCN0000020842:4	TA.KD007_HT29_96H:TRCN0000020843:4	0.4888	0.0153	-0.0373	0.0154
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000145325:1	0.5215	0.1487	0.1044	0.1534
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000145344:1	0.501	0.0476	0.0276	0.0536
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000142455:1	0.5092	0.0505	0.0266	0.0536
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000330980:1	0.5102	0.0136	-0.0187	0.0168
TA.KD010_A549_96H:TRCN0000331041:1	TA.KD010_A549_96H:TRCN0000144949:1	0.4703	-0.0634	-0.0986	-0.0595
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000145344:1	0.5072	0.1105	0.046	0.1174
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000142455:1	0.5061	0.0263	0.0161	0.0302
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000330980:1	0.5061	0.1147	0.0904	0.1182
TA.KD010_A549_96H:TRCN0000145325:1	TA.KD010_A549_96H:TRCN0000144949:1	0.546	0.0587	0.0776	0.0629
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000142455:1	0.5399	0.0938	0.102	0.0979
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000330980:1	0.4877	-0.0544	-0.0522	-0.0495
TA.KD010_A549_96H:TRCN0000145344:1	TA.KD010_A549_96H:TRCN0000144949:1	0.5869	0.1615	0.2037	0.1657
TA.KD010_A549_96H:TRCN0000142455:1	TA.KD010_A549_96H:TRCN0000330980:1	0.4816	-0.118	-0.0888	-0.1153
TA.KD010_A549_96H:TRCN0000142455:1	TA.KD010_A549_96H:TRCN0000144949:1	0.5419	0.173	0.1553	0.1752
TA.KD010_A549_96H:TRCN0000330980:1	TA.KD010_A549_96H:TRCN0000144949:1	0.4816	-0.0389	-0.0269	-0.0361
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199242:1	0.5112	-0.0169	-0.0293	-0.0131
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000408:1	0.5746	0.2379	0.2291	0.2397
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000407:1	0.5409	0.0842	0.0581	0.0871
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199913:1	0.5358	0.0799	0.1015	0.0822
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000199195:1	0.4888	0.0181	-0.0375	0.0207
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000195299:1	0.4939	0.0594	0.0333	0.0616
TA.KD010_A549_96H:TRCN0000000409:1	TA.KD010_A549_96H:TRCN0000000411:1	0.5307	0.1052	0.0934	0.1073
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000408:1	0.4826	0.0001	-0.0193	0.0043
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000407:1	0.5613	0.1765	0.181	0.1811
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000199913:1	0.5092	0.0765	0.0008	0.0806
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000199195:1	0.544	0.1207	0.1066	0.1247
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000195299:1	0.453	-0.0229	-0.0744	-0.0187
TA.KD010_A549_96H:TRCN0000199242:1	TA.KD010_A549_96H:TRCN0000000411:1	0.5532	0.0951	0.0887	0.0987
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000000407:1	0.5112	0.0934	0.0658	0.0966
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000199913:1	0.4826	0.021	-0.0318	0.0238
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000199195:1	0.4744	0.0528	-0.0379	0.0556
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000195299:1	0.5654	0.2162	0.2059	0.2182
TA.KD010_A549_96H:TRCN0000000408:1	TA.KD010_A549_96H:TRCN0000000411:1	0.5	0.0475	0.0244	0.05
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000199913:1	0.4949	-0.0021	-0.0015	0.0017
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000199195:1	0.4939	0.0555	0.0068	0.0592
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000195299:1	0.545	0.132	0.1251	0.135
TA.KD010_A549_96H:TRCN0000000407:1	TA.KD010_A549_96H:TRCN0000000411:1	0.5378	0.0822	0.0729	0.0854
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000199195:1	0.5542	0.2301	0.2046	0.2325
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000195299:1	0.5245	0.0401	0.0324	0.0427
TA.KD010_A549_96H:TRCN0000199913:1	TA.KD010_A549_96H:TRCN0000000411:1	0.592	0.1904	0.2127	0.1927
TA.KD010_A549_96H:TRCN0000199195:1	TA.KD010_A549_96H:TRCN0000195299:1	0.4918	0.0652	-0.0144	0.0679
TA.KD010_A549_96H:TRCN0000199195:1	TA.KD010_A549_96H:TRCN0000000411:1	0.4959	0.0187	-0.0034	0.0215
TA.KD010_A549_96H:TRCN0000195299:1	TA.KD010_A549_96H:TRCN0000000411:1	0.5266	0.1548	0.1454	0.1569
MUC.KD003_P2X2B2_96H:TRCN0000000697:3	MUC.KD003_P2X2B2_96H:TRCN0000000695:3	0.4928	-0.0265	-0.0289	-0.0264
EKW001_PC3_120H:TRCN0000218044:2	EKW001_PC3_120H:TRCN0000229991:2	0.5031	0.1111	0.0422	0.1132
EKW001_PC3_120H:TRCN0000218044:2	EKW001_PC3_120H:TRCN0000219995:2	0.5378	0.1328	0.1162	0.1354
EKW001_PC3_120H:TRCN0000229991:2	EKW001_PC3_120H:TRCN0000219995:2	0.5031	0.1007	0.0658	0.1033
EKW001_SHSY5Y_120H:TRCN0000218044:2	EKW001_SHSY5Y_120H:TRCN0000219995:2	0.5194	0.0727	0.0825	0.0721
EKW001_SHSY5Y_120H:TRCN0000218044:2	EKW001_SHSY5Y_120H:TRCN0000229991:2	0.3528	-0.2554	-0.3359	-0.2563
EKW001_SHSY5Y_120H:TRCN0000219995:2	EKW001_SHSY5Y_120H:TRCN0000229991:2	0.547	0.2548	0.1935	0.2557
EKW001_PC3_120H:TRCN0000148191:2	EKW001_PC3_120H:TRCN0000147425:2	0.5849	0.2013	0.2183	0.202
EKW001_PC3_120H:TRCN0000148191:2	EKW001_PC3_120H:TRCN0000147281:2	0.5276	0.0676	0.0742	0.0687
EKW001_PC3_120H:TRCN0000147425:2	EKW001_PC3_120H:TRCN0000147281:2	0.5562	0.1614	0.1357	0.1623
EKW001_SHSY5Y_120H:TRCN0000148191:2	EKW001_SHSY5Y_120H:TRCN0000147425:2	0.5828	0.1591	0.2116	0.1615
EKW001_SHSY5Y_120H:TRCN0000148191:2	EKW001_SHSY5Y_120H:TRCN0000147281:2	0.5041	0.043	0.0269	0.0426
EKW001_SHSY5Y_120H:TRCN0000147425:2	EKW001_SHSY5Y_120H:TRCN0000147281:2	0.5266	0.0778	0.0452	0.0772
EKW001_PC3_120H:TRCN0000053856:2	EKW001_PC3_120H:TRCN0000053855:2	0.5429	0.1425	0.1467	0.1449
