drug-sample	target-sample	jaccard	pearson	spearman	cosine
PBIOA022_PC3_24H:B07	CGS001_PC3_144H:BCL2L1:2	0.5399	0.0056	0.0358	0.0064
PBIOA022_PC3_24H:B09	CGS001_PC3_144H:BCL2L1:2	0.5399	0.1076	0.1119	0.1082
ASG003_A549_24H:N07	CGS001_A549_96H:MCL1:1	0.3814	-0.266	-0.3071	-0.263
ASG002_A549_24H:A14	CGS001_A549_96H:MCL1:1	0.4264	-0.1867	-0.2362	-0.1841
ASG002_A549_24H:A15	CGS001_A549_96H:MCL1:1	0.4397	-0.108	-0.1408	-0.1059
ASG003_A549_6H:N07	CGS001_A549_96H:MCL1:1	0.4407	-0.1287	-0.18	-0.1258
ASG003_A549_6H:N08	CGS001_A549_96H:MCL1:1	0.4703	-0.1314	-0.1548	-0.1307
ASG003_A549_24H:N08	CGS001_A549_96H:MCL1:1	0.3978	-0.2149	-0.2615	-0.2126
ASG002_A549_24H:A13	CGS001_A549_96H:MCL1:1	0.3303	-0.3548	-0.4061	-0.3502
CPC006_HEPG2_6H:BRD-K28360340-001-01-8:10	CGS001_HEPG2_96H:MCL1:1.5	0.4438	-0.0948	-0.121	-0.0946
CPC006_A549_24H:BRD-K28360340-001-01-8:10	CGS001_A549_96H:MCL1:1	0.3834	-0.2052	-0.2517	-0.2027
CPC006_A549_6H:BRD-K28360340-001-01-8:10	CGS001_A549_96H:MCL1:1	0.4642	-0.1106	-0.1382	-0.1082
PBIOA022_HEPG2_24H:B08	CGS001_HEPG2_96H:MCL1:1.5	0.4519	-0.1035	-0.1305	-0.103
PBIOA022_A549_24H:B07	CGS001_A549_96H:MCL1:1	0.3865	-0.2683	-0.3158	-0.264
PBIOA022_HEPG2_24H:B07	CGS001_HEPG2_96H:MCL1:1.5	0.4417	-0.1281	-0.1347	-0.128
PBIOA022_HEPG2_24H:B09	CGS001_HEPG2_96H:MCL1:1.5	0.3937	-0.2395	-0.2795	-0.2381
REP.A009_PC3_24H:C01	CGS001_PC3_144H:FGFR1:2	0.41	-0.1813	-0.186	-0.1814
MOAR007_PC3_24H:E16	CGS001_PC3_144H:FGFR1:2	0.4458	-0.1104	-0.1019	-0.1104
PBIOA020_PC3_24H:O07	CGS001_PC3_144H:FGFR1:2	0.4622	-0.1341	-0.1035	-0.1341
PBIOA020_MCF7_24H:O07	CGS001_MCF7_96H:FGFR1:2	0.5348	0.1131	0.1422	0.1133
PBIOA020_MCF7_24H:O07	CGS001_MCF7_144H:FGFR1:2	0.5102	0.0819	0.0979	0.0822
REP.A009_PC3_24H:C01	CGS001_PC3_96H:FLT1:2	0.4448	-0.0924	-0.1189	-0.091
REP.A009_PC3_24H:C01	CGS001_PC3_144H:FLT1:2	0.5419	0.1497	0.1365	0.1483
REP.A009_A375_24H:C01	CGS001_A375_96H:FLT1:1	0.5532	0.1368	0.1376	0.1374
MOAR007_A375_24H:E16	CGS001_A375_96H:FLT1:1	0.5552	0.1865	0.1854	0.1876
MOAR007_PC3_24H:E16	CGS001_PC3_96H:FLT1:2	0.4601	-0.0731	-0.0794	-0.0726
MOAR007_PC3_24H:E16	CGS001_PC3_144H:FLT1:2	0.5174	0.0574	0.043	0.057
PBIOA020_A375_24H:O07	CGS001_A375_96H:FLT1:1	0.5879	0.1377	0.1645	0.1382
PBIOA020_PC3_24H:O07	CGS001_PC3_96H:FLT1:2	0.4836	-0.0403	-0.0396	-0.0399
PBIOA020_PC3_24H:O07	CGS001_PC3_144H:FLT1:2	0.498	0.077	0.0584	0.0766
PBIOA020_MCF7_24H:O07	CGS001_MCF7_96H:FLT1:2	0.454	-0.0244	-0.107	-0.024
REP.A009_PC3_24H:C01	CGS001_PC3_96H:KDR:2	0.5225	0.063	0.053	0.0611
MOAR007_PC3_24H:E16	CGS001_PC3_96H:KDR:2	0.4939	0.0115	0.0152	0.011
PBIOA020_HEPG2_24H:O07	CGS001_HEPG2_96H:KDR:1.5	0.4724	-0.0288	-0.0554	-0.0284
PBIOA020_PC3_24H:O07	CGS001_PC3_96H:KDR:2	0.4939	0.0626	0.0339	0.0621
PBIOA020_MCF7_24H:O07	CGS001_MCF7_96H:KDR:2	0.5256	0.0899	0.1069	0.0898
PBIOA020_HCC515_24H:O07	CGS001_HCC515_96H:KDR:2	0.4928	0.0044	0.0239	0.0032
REP.A009_PC3_24H:C08	EKW001_PC3_120H:TRCN0000318656:2	0.5102	0.0291	0.0241	0.0306
REP.A009_PC3_24H:C08	EKW001_PC3_120H:TRCN0000004814:2	0.453	-0.105	-0.1389	-0.1048
REP.A009_PC3_24H:C08	EKW001_PC3_120H:TRCN0000349638:2	0.4949	0.0355	0.0471	0.0367
REP.A009_PC3_24H:C07	EKW001_PC3_120H:TRCN0000318656:2	0.5245	0.0291	0.0393	0.0291
REP.A009_PC3_24H:C07	EKW001_PC3_120H:TRCN0000004814:2	0.4468	-0.0825	-0.1214	-0.0825
REP.A009_PC3_24H:C07	EKW001_PC3_120H:TRCN0000349638:2	0.5368	0.2572	0.2271	0.257
LKCP001_MCF7_6H:M11	CGS001_MCF7_144H:HDAC1:2	0.4867	-0.0068	-0.0589	-0.0098
PCLB002_A375_24H:BRD-K29313308:1.11	CGS001_A375_96H:HDAC3:1	0.5337	0.1169	0.1247	0.1161
PCLB002_MCF7_24H:BRD-K29313308:10	CGS001_MCF7_144H:HDAC3:2	0.5256	0.1117	0.0934	0.1099
CPC013_MCF7_6H:BRD-K29733039-001-01-1:10	CGS001_MCF7_144H:MTOR:2	0.4969	0.0452	0.0065	0.047
CPC013_MCF7_6H:BRD-K29733039-001-01-1:10	CGS001_MCF7_96H:MTOR:2	0.501	0.0737	0.031	0.076
ASG003_A549_24H:C07	CGS001_A549_96H:FLT1:1	0.502	-0.0669	-0.0556	-0.0655
ASG003_MCF7_6H:C07	CGS001_MCF7_96H:FLT1:2	0.544	0.0962	0.1044	0.0958
ASG002_A549_24H:G04	CGS001_A549_96H:FLT1:1	0.5051	0.0073	0.0309	0.0092
CPC013_A549_24H:BRD-K29905972-001-03-0:10	CGS001_A549_96H:FLT1:1	0.5184	0.0021	0.0318	0.0031
LKCP002_A549_24H:G22	CGS001_A549_96H:FLT1:1	0.5153	-0.0019	0.0253	-0.0031
LKCP002_MCF7_48H:G22	CGS001_MCF7_96H:FLT1:2	0.3701	-0.3304	-0.3401	-0.3307
PBIOA021_PC3_24H:K19	CGS001_PC3_96H:FLT1:2	0.4172	-0.0565	-0.1525	-0.0574
PBIOA021_PC3_24H:K19	CGS001_PC3_144H:FLT1:2	0.546	0.1531	0.1718	0.1539
PBIOA021_HA1E_24H:K19	CGS001_HA1E_96H:FLT1:1.5	0.5051	0.0491	0.029	0.0443
ASG003_A549_24H:C07	CGS001_A549_96H:FLT4:1	0.5266	0.057	0.0625	0.0574
ASG002_A549_24H:G04	CGS001_A549_96H:FLT4:1	0.5215	0.0535	0.0476	0.0543
CPC013_A549_24H:BRD-K29905972-001-03-0:10	CGS001_A549_96H:FLT4:1	0.5061	0.0266	0.0022	0.027
LKCP002_A549_24H:G22	CGS001_A549_96H:FLT4:1	0.5215	0.0869	0.0662	0.0864
PBIOA021_HCC515_24H:K20	CGS001_HCC515_96H:FLT4:2	0.502	0.006	-0.0146	0.0062
ASG003_MCF7_6H:C07	CGS001_MCF7_96H:KDR:2	0.4836	-0.0477	-0.0729	-0.0477
LKCP002_MCF7_48H:G22	CGS001_MCF7_96H:KDR:2	0.59	0.2103	0.2332	0.2104
PBIOA021_HEPG2_24H:K19	CGS001_HEPG2_96H:KDR:1.5	0.3845	-0.1374	-0.2059	-0.1362
PBIOA021_PC3_24H:K19	CGS001_PC3_96H:KDR:2	0.5828	0.1688	0.2153	0.1698
PBIOA021_HCC515_24H:K20	CGS001_HCC515_96H:KDR:2	0.4949	0.039	-0.0268	0.0393
CPC017_MCF7_24H:BRD-K29950728-048-08-3:10	CGS001_MCF7_96H:ESR1:2	0.6626	0.3443	0.3802	0.3429
CPC017_MCF7_24H:BRD-K29950728-048-08-3:10	CGS001_MCF7_144H:ESR1:2	0.635	0.3567	0.3644	0.358
LKCP001_A549_48H:H22	CGS001_A549_96H:ESR1:1	0.6779	0.4296	0.4694	0.429
LKCP001_A549_6H:H22	CGS001_A549_96H:ESR1:1	0.6524	0.3403	0.3801	0.3392
LKCP001_MCF7_6H:H22	CGS001_MCF7_96H:ESR1:2	0.6186	0.2778	0.3088	0.2761
LKCP001_MCF7_6H:H22	CGS001_MCF7_144H:ESR1:2	0.5767	0.1847	0.2227	0.187
LKCP001_MCF7_48H:H22	CGS001_MCF7_96H:ESR1:2	0.6881	0.456	0.4838	0.4553
LKCP001_MCF7_48H:H22	CGS001_MCF7_144H:ESR1:2	0.6278	0.296	0.3087	0.2963
CPC010_MCF7_24H:BRD-K30097969-001-04-6:10	CGS001_MCF7_96H:HMGCR:2	0.6155	0.157	0.2038	0.1573
CPC006_PC3_6H:BRD-K30677119-001-01-0:11.1	CGS001_PC3_144H:RAF1:2	0.4192	-0.1664	-0.1951	-0.1664
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000195646:1	0.5961	0.1663	0.2324	0.168
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000195502:1	0.4335	-0.0833	-0.1209	-0.0818
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000001065:1	0.5143	-0.0125	-0.0142	-0.0126
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000197115:1	0.4888	-0.0321	-0.0487	-0.0306
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000001067:1	0.4632	-0.024	-0.0736	-0.0207
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000001064:1	0.5031	0.0353	0.0379	0.036
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	TA.KD010_A549_96H:TRCN0000001068:1	0.5153	0.0152	0.0186	0.0158
CPC006_A549_6H:BRD-K30677119-001-01-0:11.1	CGS001_A549_96H:RAF1:1	0.5225	0.0672	0.0831	0.0672
CPC006_HEPG2_6H:BRD-K30677119-001-01-0:11.1	CGS001_HEPG2_96H:RAF1:1.5	0.4796	-0.031	-0.055	-0.0328
CPC006_HA1E_6H:BRD-K30677119-001-01-0:11.1	CGS001_HA1E_96H:RAF1:1.5	0.5164	0.0782	0.0705	0.0784
CPC006_A375_24H:BRD-K30677119-001-01-0:11.1	CGS001_A375_96H:RAF1:1	0.4775	-0.0379	-0.0708	-0.0375
CPC006_VCAP_6H:BRD-K30677119-001-01-0:11.1	CGS001_VCAP_120H:RAF1:5	0.5399	0.1034	0.0942	0.1038
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000314920:1	0.5184	0.0639	0.0235	0.0659
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000350477:1	0.5429	0.1052	0.1338	0.1069
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000003844:1	0.454	-0.0313	-0.0676	-0.0268
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000314921:1	0.4703	0.0247	-0.0133	0.0282
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000003846:1	0.4857	-0.0094	-0.036	-0.0069
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000003843:1	0.5286	0.0729	0.0674	0.0751
CPC006_A549_6H:BRD-K30707190-001-02-5:80	TA.KD009_A549_96H:TRCN0000314990:1	0.502	0.1345	0.1062	0.1366
CPC006_HEPG2_6H:BRD-K30707190-001-02-5:80	CGS001_HEPG2_96H:CTNNB1:1.5	0.5082	0.0779	0.0625	0.0767
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	EKW001_PC3_120H:TRCN0000314921:2	0.5123	0.036	0.0225	0.0374
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	EKW001_PC3_120H:TRCN0000314991:2	0.5092	0.0931	0.0769	0.0938
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	CGS001_PC3_144H:CTNNB1:2	0.5583	0.1908	0.171	0.1918
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	EKW001_PC3_120H:TRCN0000274161:2	0.4816	-0.0279	-0.0595	-0.0272
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	EKW001_PC3_120H:TRCN0000274163:2	0.4468	-0.0374	-0.063	-0.0371
CPC006_PC3_6H:BRD-K30707190-001-02-5:80	EKW001_PC3_120H:TRCN0000274214:2	0.4847	-0.0293	-0.0305	-0.0286
CPC001_HA1E_24H:BRD-K31268420-001-01-1:10	CGS001_HA1E_96H:CDK5:1.5	0.5982	0.2674	0.3089	0.2656
REP.A003_HA1E_24H:B15	CGS001_HA1E_96H:FGFR2:1.5	0.4703	0.0296	-0.0092	0.0295
REP.A003_HA1E_24H:B13	CGS001_HA1E_96H:FGFR2:1.5	0.5225	0.0583	0.0627	0.0583
REP.A003_A375_24H:B13	CGS001_A375_96H:FLT1:1	0.5276	0.0899	0.0924	0.0906
REP.A003_HA1E_24H:B15	CGS001_HA1E_96H:FLT1:1.5	0.5184	0.0847	0.0675	0.0849
REP.A003_HA1E_24H:B13	CGS001_HA1E_96H:FLT1:1.5	0.4836	-0.0062	-0.0704	-0.0056
REP.A003_A375_24H:B13	CGS001_A375_96H:FLT4:1	0.5164	0.0841	0.0759	0.0822
MOAR001_PC3_24H:M10	CGS001_PC3_144H:CDK7:2	0.4877	-0.0016	-0.0102	-0.0014
CPC002_VCAP_24H:BRD-K31843556-001-01-7:10	CGS001_VCAP_120H:PPARG:5	0.4755	-0.0195	-0.0467	-0.0196
CPC002_HCC515_24H:BRD-K31843556-001-01-7:10	CGS001_HCC515_96H:PPARG:2	0.5787	0.1455	0.2091	0.1462
CPC004_HA1E_6H:BRD-K32247306-001-17-9:10	CGS001_HA1E_96H:GABRA5:1.5	0.5654	0.1437	0.1646	0.1449
CPC002_VCAP_24H:BRD-K32292990-001-01-0:10	CGS001_VCAP_120H:EGFR:5	0.6145	0.3185	0.3289	0.3217
CPC002_HA1E_24H:BRD-K32292990-001-01-0:10	CGS001_HA1E_96H:EGFR:1.5	0.4407	0.0105	-0.0948	0.0009
CPC006_A549_24H:BRD-K32330832-001-01-0:11.1	CGS001_A549_96H:HSPA1A:1	0.4724	0.0011	-0.0367	0.0011
MOAR005_A375_24H:G03	CGS001_A375_96H:SIRT2:1	0.5511	0.0437	0.0602	0.0429
MOAR005_PC3_24H:G02	CGS001_PC3_96H:SIRT2:2	0.4775	0.0025	-0.0492	0.0028
PBIOA018_A375_24H:G07	CGS001_A375_96H:SIRT2:1	0.5399	0.0281	0.0541	0.0261
LKCP002_A549_24H:M16	CGS001_A549_96H:DHFR:1	0.4693	0.0437	-0.0344	0.0418
LKCP002_A549_48H:M16	CGS001_A549_96H:DHFR:1	0.5225	0.1095	0.0993	0.1094
LKCP002_A549_24H:M16	CGS001_A549_96H:TYMS:1	0.4622	0.0143	-0.0765	0.0131
LKCP002_A549_48H:M16	CGS001_A549_96H:TYMS:1	0.5092	0.0995	0.0511	0.0995
CPC001_HA1E_24H:BRD-K32906660-001-01-4:10	CGS001_HA1E_96H:EGFR:1.5	0.455	-0.0497	-0.103	-0.0512
LKCP002_MCF7_48H:O09	CGS001_MCF7_144H:ATP1A1:2	0.4202	-0.1221	-0.155	-0.1221
LKCP002_MCF7_48H:O09	CGS001_MCF7_96H:ATP1A1:2	0.499	0.0602	0.0402	0.0591
LKCP002_MCF7_6H:O07	CGS001_MCF7_144H:ATP1A1:2	0.5184	0.0261	0.0366	0.0261
LKCP002_MCF7_6H:O07	CGS001_MCF7_96H:ATP1A1:2	0.5276	0.1025	0.1053	0.1024
LKCP002_MCF7_24H:O09	CGS001_MCF7_144H:ATP1A1:2	0.4458	-0.0786	-0.0969	-0.0786
LKCP002_MCF7_24H:O09	CGS001_MCF7_96H:ATP1A1:2	0.5225	0.0842	0.0812	0.0837
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000010379:1	0.4703	0.0092	-0.0031	0.0134
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000196443:1	0.5348	0.0793	0.0842	0.0818
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000121247:1	0.5327	0.1134	0.0925	0.1143
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000000394:1	0.4274	-0.1565	-0.1759	-0.1515
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000196685:1	0.5041	0.0107	0.0085	0.0113
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000040047:1	0.5389	0.1173	0.1133	0.1196
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000009850:1	0.4826	-0.0376	-0.0277	-0.0346
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000121233:1	0.5194	0.0685	0.0888	0.0712
LJP007_A549_24H:B14	TA.KD009_A549_96H:TRCN0000199327:1	0.454	-0.0803	-0.1011	-0.0772
LJP007_A549_24H:B14	CGS001_A549_96H:MET:1	0.4346	-0.1267	-0.1606	-0.1245
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000010379:1	0.5532	0.1521	0.1365	0.1485
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000196443:1	0.5225	-0.0091	0.0157	-0.0109
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000121247:1	0.4826	-0.0192	-0.0471	-0.0199
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000000394:1	0.4397	-0.1106	-0.1328	-0.1129
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000196685:1	0.4591	-0.058	-0.0634	-0.0584
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000040047:1	0.5378	0.1515	0.1387	0.1494
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000009850:1	0.4826	-0.0222	-0.0338	-0.0241
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000121233:1	0.4847	-0.0434	-0.0493	-0.0453
REP.A003_A549_24H:H13	TA.KD009_A549_96H:TRCN0000199327:1	0.4765	-0.0162	-0.0754	-0.018
REP.A003_A549_24H:H13	CGS001_A549_96H:MET:1	0.4857	-0.0185	-0.0317	-0.0198
REP.B003_HA1E_24H:H13	CGS001_HA1E_96H:MET:1.5	0.3937	-0.25	-0.2928	-0.2488
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000010379:1	0.5348	0.1224	0.0937	0.1183
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000196443:1	0.5112	0.038	0.0313	0.0357
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000121247:1	0.5031	0.0889	0.0371	0.088
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000000394:1	0.4243	-0.1715	-0.2055	-0.1741
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000196685:1	0.4826	0.0018	-0.02	0.0013
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000040047:1	0.5501	0.1411	0.1479	0.1386
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000009850:1	0.4734	-0.0464	-0.0487	-0.0486
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000121233:1	0.4898	0.0134	-0.0038	0.0109
REP.A003_A549_24H:H14	TA.KD009_A549_96H:TRCN0000199327:1	0.4734	-0.0357	-0.0767	-0.0379
REP.A003_A549_24H:H14	CGS001_A549_96H:MET:1	0.4806	-0.0783	-0.0748	-0.0798
PBIOA018_HA1E_24H:H13	CGS001_HA1E_96H:MET:1.5	0.3926	-0.233	-0.2898	-0.23
PBIOA018_HA1E_24H:H14	CGS001_HA1E_96H:MET:1.5	0.3967	-0.2088	-0.2762	-0.2077
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000010379:1	0.546	0.0498	0.0874	0.0457
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000196443:1	0.5072	0.07	0.0494	0.0673
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000121247:1	0.502	0.0843	0.032	0.0832
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000000394:1	0.4223	-0.1854	-0.2478	-0.1883
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000196685:1	0.5153	0.0217	0.0243	0.0211
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000040047:1	0.5532	0.1691	0.1654	0.1664
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000009850:1	0.4611	-0.0661	-0.1118	-0.0685
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000121233:1	0.5552	0.0643	0.0873	0.0615
PBIOA018_A549_24H:H16	TA.KD009_A549_96H:TRCN0000199327:1	0.4243	-0.1167	-0.1974	-0.1189
PBIOA018_A549_24H:H16	CGS001_A549_96H:MET:1	0.4724	-0.0132	-0.0445	-0.015
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000010379:1	0.546	0.0838	0.1088	0.0796
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000196443:1	0.501	0.0635	0.0404	0.0608
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000121247:1	0.4816	0.0391	0.0015	0.0381
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000000394:1	0.408	-0.2187	-0.2555	-0.2213
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000196685:1	0.5031	0.0167	0.011	0.0161
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000040047:1	0.5838	0.1447	0.174	0.1421
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000009850:1	0.456	-0.1215	-0.1307	-0.1238
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000121233:1	0.5204	0.06	0.0474	0.0572
PBIOA018_A549_24H:H14	TA.KD009_A549_96H:TRCN0000199327:1	0.4162	-0.1512	-0.2355	-0.1533
PBIOA018_A549_24H:H14	CGS001_A549_96H:MET:1	0.4755	-0.0843	-0.1053	-0.086
PBIOA018_MCF7_24H:H13	CGS001_MCF7_96H:MET:2	0.4918	-0.1548	-0.0902	-0.1546
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000121204:1	0.5041	0.0862	0.0695	0.0851
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000199174:1	0.454	-0.1785	-0.1991	-0.1801
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000310112:1	0.547	0.112	0.1319	0.1105
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000039634:1	0.5317	0.0949	0.0821	0.0935
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000121329:1	0.5235	0.1418	0.1235	0.1398
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000199100:1	0.5051	-0.0181	0.014	-0.0189
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000295968:1	0.4826	-0.0139	-0.0256	-0.0162
ERAM001_A549_24H:BRD-K33610132:8.89	TA.KD010_A549_96H:TRCN0000195303:1	0.4898	-0.0373	-0.0505	-0.0402
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000121204:1	0.5419	0.1308	0.1493	0.1313
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000199174:1	0.3916	-0.2481	-0.2826	-0.2467
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000310112:1	0.5634	0.1016	0.1325	0.1023
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000039634:1	0.5562	0.1531	0.1639	0.1537
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000121329:1	0.5542	0.1427	0.1501	0.1435
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000199100:1	0.5849	0.1473	0.2101	0.1477
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000295968:1	0.5102	-0.0267	-0.0061	-0.0253
ERAM001_A549_24H:BRD-K33610132:13.33	TA.KD010_A549_96H:TRCN0000195303:1	0.4571	-0.0291	-0.1075	-0.0272
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000121204:1	0.4969	0.0708	0.0362	0.0695
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000199174:1	0.455	-0.1323	-0.1529	-0.1341
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000310112:1	0.5225	0.037	0.0458	0.0355
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000039634:1	0.5194	0.0813	0.0586	0.0797
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000121329:1	0.5194	0.1347	0.1139	0.1325
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000199100:1	0.4969	0.0129	0.0141	0.012
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000295968:1	0.4601	-0.0643	-0.0751	-0.0668
ERAM001_A549_24H:BRD-K33610132:5.93	TA.KD010_A549_96H:TRCN0000195303:1	0.5266	0.0564	0.0703	0.0527
REP.A009_HA1E_24H:N14	CGS001_HA1E_96H:EGFR:1.5	0.4652	-0.037	-0.0911	-0.0462
REP.A009_HA1E_24H:N13	CGS001_HA1E_96H:EGFR:1.5	0.6166	0.2153	0.2791	0.2198
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000121204:1	0.5685	0.2401	0.2039	0.2407
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000199174:1	0.4039	-0.24	-0.2576	-0.2375
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000310112:1	0.5798	0.1963	0.2306	0.1972
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000039634:1	0.5808	0.2008	0.1867	0.2017
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000121329:1	0.5521	0.1395	0.1566	0.141
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000199100:1	0.5583	0.0839	0.091	0.0846
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000295968:1	0.4826	-0.0828	-0.0875	-0.0802
REP.A009_A549_24H:N13	TA.KD010_A549_96H:TRCN0000195303:1	0.4652	-0.0927	-0.0941	-0.0892
REP.B003_A375_24H:I21	CGS001_A375_96H:RRM1:1	0.5726	0.1377	0.1743	0.1394
REP.A003_A375_24H:I23	CGS001_A375_96H:RRM1:1	0.6319	0.2723	0.3361	0.2747
REP.A003_A375_24H:I24	CGS001_A375_96H:RRM1:1	0.5409	0.1085	0.1395	0.1063
REP.A003_A375_24H:I21	CGS001_A375_96H:RRM1:1	0.6513	0.3271	0.3818	0.3298
REP.A003_A375_24H:I20	CGS001_A375_96H:RRM1:1	0.6074	0.2258	0.2726	0.2279
LKCP001_MCF7_24H:M07	CGS001_MCF7_144H:RRM1:2	0.6074	0.34	0.3297	0.3407
