Sample1	Sample2	dose1uM-100uM_time24
ASG003_XC.P914_24H:D01	ASG003_XC.P914_24H:D02	0.8211
ASG003_XC.P922_24H:D02	ASG003_XC.P922_24H:D01	0.7881
ASG003_XC.P930_24H:D01	ASG003_XC.P930_24H:D02	0.798
ASG003_XC.P931_24H:D02	ASG003_XC.P931_24H:D01	0.7991
ASG003_XC.P932_24H:D01	ASG003_XC.P932_24H:D02	0.7859
ASG003_XC.P935_24H:D01	ASG003_XC.P935_24H:D02	0.7759
PBIOA022_A375_24H:N08	PBIOA022_A375_24H:N07	0.5697
PBIOA022_HEPG2_24H:N07	PBIOA022_HEPG2_24H:N09	0.5112
PBIOA022_HT29_24H:N07	PBIOA022_HT29_24H:N08	0.6872
LJP006_MCF10A_24H:P14	LJP006_MCF10A_24H:P13	0.4284
CEGS001_NPC.177_24H:K08	CEGS001_NPC.177_24H:K07	0.6075
CEGS001_NPC.177_24H:K08	CEGS001_NPC.177_24H:K10	0.3699
CEGS001_NPC.177_24H:K07	CEGS001_NPC.177_24H:K10	0.4457
CEGS001_NPC.179_24H:K09	CEGS001_NPC.179_24H:K08	0.6093
CEGS001_NPC.179_24H:K09	CEGS001_NPC.179_24H:K07	0.6739
CEGS001_NPC.179_24H:K08	CEGS001_NPC.179_24H:K07	0.7171
LJP006_SKBR3_24H:P13	LJP006_SKBR3_24H:P15	0.4287
LJP006_SKBR3_24H:P13	LJP006_SKBR3_24H:P14	0.6082
LJP006_SKBR3_24H:P15	LJP006_SKBR3_24H:P14	0.4953
AICHI001_HBL1_24H:L08	AICHI001_HBL1_24H:L07	0.3042
AICHI001_OCILY3_24H:L07	AICHI001_OCILY3_24H:L08	0.1265
AICHI001_SKMEL5_24H:L07	AICHI001_SKMEL5_24H:L08	0.6042
ISO002_HCT116.TP53.HR_24H:A19	ISO002_HCT116.TP53.HR_24H:A21	0.7698
ISO002_HCT116.WT_24H:A20	ISO002_HCT116.WT_24H:A21	0.912
ISO002_HCT116.WT_24H:A20	ISO002_HCT116.WT_24H:A19	0.929
ISO002_HCT116.WT_24H:A21	ISO002_HCT116.WT_24H:A19	0.8316
ISO002_MCF10A.EGFR.HL_24H:A19	ISO002_MCF10A.EGFR.HL_24H:A20	0.9249
HOG001_A549_24H:BRD-K16406336-311-01-2:1.11	HOG001_A549_24H:BRD-K16406336-311-01-2:3.33	0.8932
HOG001_A549_24H:BRD-K16406336-311-01-2:1.11	HOG001_A549_24H:BRD-K16406336-311-01-2:10	0.8102
HOG001_A549_24H:BRD-K16406336-311-01-2:3.33	HOG001_A549_24H:BRD-K16406336-311-01-2:10	0.8149
PCLB003_A375_24H:BRD-K16410418-001-02-0:3.33	PCLB003_A375_24H:BRD-K16410418-001-02-0:10	0.5561
PCLB003_A549_24H:BRD-K16410418-001-02-0:3.33	PCLB003_A549_24H:BRD-K16410418-001-02-0:10	0.6488
PCLB003_HEPG2_24H:BRD-K16410418-001-02-0:3.33	PCLB003_HEPG2_24H:BRD-K16410418-001-02-0:10	0.4101
PCLB003_HT29_24H:BRD-K16410418-001-02-0:10	PCLB003_HT29_24H:BRD-K16410418-001-02-0:3.33	0.6657
PCLB003_MCF7_24H:BRD-K16410418-001-02-0:3.33	PCLB003_MCF7_24H:BRD-K16410418-001-02-0:10	0.7482
PCLB003_PC3_24H:BRD-K16410418-001-02-0:10	PCLB003_PC3_24H:BRD-K16410418-001-02-0:3.33	0.6219
PBIOA003_XC.L10_24H:N04	PBIOA003_XC.L10_24H:N05	0.7135
PBIOA005_XC.L10_24H:P17	PBIOA005_XC.L10_24H:P16	0.8583
LJP008_CD34_24H:I09	LJP008_CD34_24H:I07	0.7374
LJP008_HCC515_24H:I07	LJP008_HCC515_24H:I08	0.6402
LJP008_HELA_24H:I07	LJP008_HELA_24H:I08	0.8072
LJP008_HUVEC_24H:I08	LJP008_HUVEC_24H:I07	0.7625
LJP008_NPC_24H:I08	LJP008_NPC_24H:I07	0.5743
LJP008_NPC.CAS9_24H:I07	LJP008_NPC.CAS9_24H:I09	0.7744
LJP008_NPC.CAS9_24H:I07	LJP008_NPC.CAS9_24H:I08	0.8528
LJP008_NPC.CAS9_24H:I09	LJP008_NPC.CAS9_24H:I08	0.8682
LJP008_NPC.TAK_24H:I08	LJP008_NPC.TAK_24H:I07	0.878
LJP008_SKL_24H:I07	LJP008_SKL_24H:I08	0.767
CRCGN017_MCF10A.TP53.M_24H:BRD-K16503581:33.3333	CRCGN017_MCF10A.TP53.M_24H:BRD-K16503581:11.1111	0.1234
PBIOA018_A375_24H:G01	PBIOA018_A375_24H:G02	0.3577
REP.A002_A375_24H:F19	REP.A002_A375_24H:F20	0.5122
REP.A002_A549_24H:F20	REP.A002_A549_24H:F19	0.2589
REP.A002_HELA_24H:F19	REP.A002_HELA_24H:F20	0.1358
PBIOA018_HEPG2_24H:G03	PBIOA018_HEPG2_24H:G01	0.1817
LJP009_HUVEC_24H:N07	LJP009_HUVEC_24H:N09	0.2796
LCP001_MCF10A.KRAS.HG_24H:E05	LCP001_MCF10A.KRAS.HG_24H:E04	0.4587
LCP001_MCF10A.PIK3CA.HH_24H:E05	LCP001_MCF10A.PIK3CA.HH_24H:E04	0.628
LJP009_SKL.C_24H:N07	LJP009_SKL.C_24H:N08	0.1739
PBIOA005_XC.L10_24H:O17	PBIOA005_XC.L10_24H:O16	0.335
REP.A002_A375_24H:G07	REP.A002_A375_24H:G08	0.6487
DOSVAL001_A375_24H:BRD-K16827616:10.034	DOSVAL001_A375_24H:BRD-K16827616:2.50849	0.4967
DOSVAL001_A549_24H:BRD-K16827616:2.50849	DOSVAL001_A549_24H:BRD-K16827616:5.01698	0.5651
DOSVAL001_A549_24H:BRD-K16827616:2.50849	DOSVAL001_A549_24H:BRD-K16827616:10.034	0.4167
DOSVAL001_A549_24H:BRD-K16827616:5.01698	DOSVAL001_A549_24H:BRD-K16827616:10.034	0.5842
DOSVAL001_HA1E_24H:BRD-K16827616:10.034	DOSVAL001_HA1E_24H:BRD-K16827616:5.01698	0.5492
DOSVAL001_HT29_24H:BRD-K16827616:2.50849	DOSVAL001_HT29_24H:BRD-K16827616:10.034	0.4587
DOSVAL001_PC3_24H:BRD-K16827616:2.50849	DOSVAL001_PC3_24H:BRD-K16827616:10.034	0.6154
ERG017_VCAP_24H:BRD-K16995194:1.12	ERG017_VCAP_24H:BRD-K16995194:3.36	0.3873
PCLB003_MCF7_24H:BRD-K17016787-001-09-2:10	PCLB003_MCF7_24H:BRD-K17016787-001-09-2:1.11	0.2008
REP.A002_HELA_24H:I03	REP.A002_HELA_24H:I01	0.4318
REP.A002_A375_24H:I08	REP.A002_A375_24H:I07	0.2637
PCL001_HCC515_24H:BRD-K17119186:3.33	PCL001_HCC515_24H:BRD-K17119186:10	0.7452
REP.A002_A375_24H:J08	REP.A002_A375_24H:J07	0.6048
REP.A002_A375_24H:J08	REP.A002_A375_24H:J09	0.6138
REP.A002_A375_24H:J07	REP.A002_A375_24H:J09	0.5099
REP.A002_A549_24H:J09	REP.A002_A549_24H:J08	0.5089
REP.A002_A549_24H:J09	REP.A002_A549_24H:J07	0.2881
REP.A002_A549_24H:J08	REP.A002_A549_24H:J07	0.3115
REP.A002_HA1E_24H:J07	REP.A002_HA1E_24H:J08	0.4432
REP.A002_HELA_24H:J07	REP.A002_HELA_24H:J08	0.0779
REP.A002_HELA_24H:J07	REP.A002_HELA_24H:J09	-0.0479
REP.A002_HELA_24H:J08	REP.A002_HELA_24H:J09	0.5886
REP.A002_HT29_24H:J08	REP.A002_HT29_24H:J07	0.4928
REP.A002_PC3_24H:J07	REP.A002_PC3_24H:J08	0.2896
MOAR005_A375_24H:E07	MOAR005_A375_24H:E09	0.2877
MOAR005_A375_24H:E07	MOAR005_A375_24H:E08	0.5265
MOAR005_A375_24H:E09	MOAR005_A375_24H:E08	0.7307
PBIOA015_HA1E_24H:L09	PBIOA015_HA1E_24H:L08	0.5457
PBIOA015_HCC515_24H:L08	PBIOA015_HCC515_24H:L07	0.2467
PBIOA015_HEPG2_24H:L08	PBIOA015_HEPG2_24H:L09	0.541
PBIOA015_HEPG2_24H:L08	PBIOA015_HEPG2_24H:L07	0.1822
PBIOA015_HEPG2_24H:L09	PBIOA015_HEPG2_24H:L07	0.0105
PBIOA015_HT29_24H:L08	PBIOA015_HT29_24H:L09	0.7274
PBIOA015_HT29_24H:L08	PBIOA015_HT29_24H:L07	0.1639
PBIOA015_HT29_24H:L09	PBIOA015_HT29_24H:L07	0.0972
PBIOA015_MCF7_24H:L08	PBIOA015_MCF7_24H:L09	0.4811
MOAR005_PC3_24H:E07	MOAR005_PC3_24H:E09	0.2805
MOAR005_PC3_24H:E07	MOAR005_PC3_24H:E08	0.3408
MOAR005_PC3_24H:E09	MOAR005_PC3_24H:E08	0.6007
ISO002_HCT116.TP53.HR_24H:D19	ISO002_HCT116.TP53.HR_24H:D20	0.9478
PBIOA019_HCC515_24H:K20	PBIOA019_HCC515_24H:K19	0.7502
PBIOA019_HEPG2_24H:K19	PBIOA019_HEPG2_24H:K21	0.2282
PBIOA019_PC3_24H:K20	PBIOA019_PC3_24H:K19	0.4336
REP.A002_A375_24H:L19	REP.A002_A375_24H:L20	0.8608
REP.A002_A549_24H:L19	REP.A002_A549_24H:L21	0.5263
LJP008_CD34_24H:L20	LJP008_CD34_24H:L19	0.6752
REP.A002_HA1E_24H:L20	REP.A002_HA1E_24H:L19	0.829
LJP008_HELA_24H:L19	LJP008_HELA_24H:L20	0.9137
LJP008_HELA_24H:L19	LJP008_HELA_24H:L21	0.8218
LJP008_HELA_24H:L20	LJP008_HELA_24H:L21	0.9314
REP.A002_HELA_24H:L21	REP.A002_HELA_24H:L20	0.8399
REP.A002_HELA_24H:L21	REP.A002_HELA_24H:L19	0.7493
REP.A002_HELA_24H:L20	REP.A002_HELA_24H:L19	0.896
REP.A002_HT29_24H:L20	REP.A002_HT29_24H:L21	0.7471
REP.A002_HT29_24H:L20	REP.A002_HT29_24H:L19	0.7859
REP.A002_HT29_24H:L21	REP.A002_HT29_24H:L19	0.5792
LJP008_HUVEC_24H:L19	LJP008_HUVEC_24H:L21	0.6574
LCP001_MCF10A.KRAS.HG_24H:J10	LCP001_MCF10A.KRAS.HG_24H:J11	0.8553
LCP001_MCF10A.KRAS.HG_24H:J10	LCP001_MCF10A.KRAS.HG_24H:J12	0.7037
LCP001_MCF10A.KRAS.HG_24H:J11	LCP001_MCF10A.KRAS.HG_24H:J12	0.8644
LCP001_MCF10A.WT_24H:J12	LCP001_MCF10A.WT_24H:J10	0.6624
LCP001_MCF10A.WT_24H:J12	LCP001_MCF10A.WT_24H:J11	0.8709
LCP001_MCF10A.WT_24H:J10	LCP001_MCF10A.WT_24H:J11	0.8454
REP.A002_MCF7_24H:L19	REP.A002_MCF7_24H:L20	0.7445
REP.A002_MCF7_24H:L19	REP.A002_MCF7_24H:L21	0.5461
REP.A002_MCF7_24H:L20	REP.A002_MCF7_24H:L21	0.746
LJP008_NPC_24H:L20	LJP008_NPC_24H:L21	0.7983
LJP008_NPC_24H:L20	LJP008_NPC_24H:L19	0.8055
LJP008_NPC_24H:L21	LJP008_NPC_24H:L19	0.594
LJP008_NPC.CAS9_24H:L19	LJP008_NPC.CAS9_24H:L20	0.8993
LJP008_NPC.TAK_24H:L20	LJP008_NPC.TAK_24H:L21	0.8626
LJP008_NPC.TAK_24H:L20	LJP008_NPC.TAK_24H:L19	0.8399
LJP008_NPC.TAK_24H:L21	LJP008_NPC.TAK_24H:L19	0.697
REP.A002_PC3_24H:L20	REP.A002_PC3_24H:L21	0.8084
REP.A002_PC3_24H:L20	REP.A002_PC3_24H:L19	0.8546
REP.A002_PC3_24H:L21	REP.A002_PC3_24H:L19	0.6284
LJP008_SKL_24H:L21	LJP008_SKL_24H:L20	0.8108
LJP008_SKL_24H:L21	LJP008_SKL_24H:L19	0.643
LJP008_SKL_24H:L20	LJP008_SKL_24H:L19	0.7481
LJP008_THP1_24H:L21	LJP008_THP1_24H:L20	0.8658
LJP008_THP1_24H:L21	LJP008_THP1_24H:L19	0.4317
LJP008_THP1_24H:L20	LJP008_THP1_24H:L19	0.6216
REP.A002_XC.L10_24H:L20	REP.A002_XC.L10_24H:L19	0.8088
REP.A002_XC.L10_24H:L20	REP.A002_XC.L10_24H:L21	0.7261
REP.A002_XC.L10_24H:L19	REP.A002_XC.L10_24H:L21	0.6706
CRCGN015_MCF10A.WT.HP_24H:BRD-K17849083:33.3333	CRCGN015_MCF10A.WT.HP_24H:BRD-K17849083:100	0.6111
REP.A002_A375_24H:M14	REP.A002_A375_24H:M15	0.7401
REP.A002_A375_24H:M14	REP.A002_A375_24H:M13	0.7963
REP.A002_A375_24H:M15	REP.A002_A375_24H:M13	0.6791
PCLB003_HCC515_24H:BRD-K17953061-001-10-1:3.33	PCLB003_HCC515_24H:BRD-K17953061-001-10-1:10	0.8486
PCLB003_PC3_24H:BRD-K17953061-001-10-1:1.11	PCLB003_PC3_24H:BRD-K17953061-001-10-1:10	0.4564
PCLB003_PC3_24H:BRD-K17953061-001-10-1:1.11	PCLB003_PC3_24H:BRD-K17953061-001-10-1:3.33	0.4578
PCLB003_PC3_24H:BRD-K17953061-001-10-1:10	PCLB003_PC3_24H:BRD-K17953061-001-10-1:3.33	0.7718
REP.A002_A549_24H:P02	REP.A002_A549_24H:P01	0.6626
HOG002_A549_24H:BRD-K18190982-002-01-2:3.7	HOG002_A549_24H:BRD-K18190982-002-01-2:11.1	0.3937
PBIOA004_XC.R10_24H:N02	PBIOA004_XC.R10_24H:N03	0.3103
CVD001_HEPG2_24H:BRD-K18787491-001-05-2:3.2852	CVD001_HEPG2_24H:BRD-K18787491-001-05-2:13.141	0.7537
EMU001_K562_24H:N01	EMU001_K562_24H:N02	0.472
MOAR005_A375_24H:E24	MOAR005_A375_24H:E22	0.1923
MOAR005_A375_24H:E24	MOAR005_A375_24H:E23	0.398
MOAR005_A375_24H:E22	MOAR005_A375_24H:E23	0.4168
PCLB003_A549_24H:BRD-K18910433-001-26-7:10	PCLB003_A549_24H:BRD-K18910433-001-26-7:1.11	0.1993
REP.A006_HELA_24H:B14	REP.A006_HELA_24H:B13	0.3814
MOAR002_A375_24H:O23	MOAR002_A375_24H:O24	0.5975
MOAR002_PC3_24H:O24	MOAR002_PC3_24H:O23	0.4632
MOAR002_PC3_24H:O24	MOAR002_PC3_24H:O22	0.1364
MOAR002_PC3_24H:O23	MOAR002_PC3_24H:O22	0.2726
MOAR007_PC3_24H:L16	MOAR007_PC3_24H:L17	0.2574
LKCP002_U2OS_24H:G07	LKCP002_U2OS_24H:G08	0.423
LJP006_HS578T_24H:K19	LJP006_HS578T_24H:K20	0.8156
LJP006_MCF10A_24H:K19	LJP006_MCF10A_24H:K21	0.3059
LJP006_PC3_24H:K20	LJP006_PC3_24H:K19	0.7038
EMU001_KMS34_24H:M02	EMU001_KMS34_24H:M01	0.1746
MOAR005_A375_24H:G23	MOAR005_A375_24H:G22	0.3727
MOAR005_PC3_24H:G24	MOAR005_PC3_24H:G22	0.2155
DOSVAL001_A375_24H:BRD-K19540840:5	DOSVAL001_A375_24H:BRD-K19540840:10	0.4124
REP.A004_HA1E_24H:L08	REP.A004_HA1E_24H:L07	0.7616
PBIOA021_HCC515_24H:P01	PBIOA021_HCC515_24H:P02	0.8291
DOSVAL001_HEPG2_24H:BRD-K19540840:10	DOSVAL001_HEPG2_24H:BRD-K19540840:5	0.4776
LJP006_HS578T_24H:D08	LJP006_HS578T_24H:D07	0.5756
LJP006_MCF10A_24H:D07	LJP006_MCF10A_24H:D09	-0.1113
REP.A004_PC3_24H:L07	REP.A004_PC3_24H:L09	0.4165
EMU001_BJAB_24H:L14	EMU001_BJAB_24H:L13	0.5354
ERBB2002_H1563_24H:BRD-K19687926:10	ERBB2002_H1563_24H:BRD-K19687926:1	-0.0997
ERBB2002_H1781_24H:BRD-K19687926:10	ERBB2002_H1781_24H:BRD-K19687926:1	0.2128
LRS001_PHH.MGH_24H:A18	LRS001_PHH.MGH_24H:A16	0.3552
MOAR005_A375_24H:E16	MOAR005_A375_24H:E17	0.7501
PBIOA022_A375_24H:G03	PBIOA022_A375_24H:G02	0.5987
PBIOA022_A375_24H:G03	PBIOA022_A375_24H:G01	0.5092
PBIOA022_A375_24H:G02	PBIOA022_A375_24H:G01	0.7677
PBIOA022_HA1E_24H:G01	PBIOA022_HA1E_24H:G02	0.7373
PBIOA022_HA1E_24H:G01	PBIOA022_HA1E_24H:G03	0.6104
PBIOA022_HA1E_24H:G02	PBIOA022_HA1E_24H:G03	0.7519
PBIOA022_HEPG2_24H:G02	PBIOA022_HEPG2_24H:G01	0.8552
PBIOA022_MCF7_24H:G01	PBIOA022_MCF7_24H:G02	0.687
MOAR005_PC3_24H:E16	MOAR005_PC3_24H:E17	0.8809
MOAR005_PC3_24H:E16	MOAR005_PC3_24H:E18	0.7376
MOAR005_PC3_24H:E17	MOAR005_PC3_24H:E18	0.7743
PBIOA022_PC3_24H:G01	PBIOA022_PC3_24H:G03	0.5981
PBIOA022_PC3_24H:G01	PBIOA022_PC3_24H:G02	0.8294
PBIOA022_PC3_24H:G03	PBIOA022_PC3_24H:G02	0.6924
KTOX002_HPTEC_24H:BRD-K19925945:10	KTOX002_HPTEC_24H:BRD-K19925945:31.6	0.6574
KTOX002_HPTEC_24H:BRD-K19925945:10	KTOX002_HPTEC_24H:BRD-K19925945:100	0.3366
KTOX002_HPTEC_24H:BRD-K19925945:31.6	KTOX002_HPTEC_24H:BRD-K19925945:100	0.5062
DOSVAL006_HEPG2_24H:BRD-K20197338:10	DOSVAL006_HEPG2_24H:BRD-K20197338:20	0.3157
ASG003_A549_24H:K22	ASG003_A549_24H:K23	0.4584
LJP006_HA1E_24H:C14	LJP006_HA1E_24H:C13	0.5617
REP.A004_HA1E_24H:D20	REP.A004_HA1E_24H:D19	0.5317
ISO002_MCF10A.BRCA1.HD_24H:E13	ISO002_MCF10A.BRCA1.HD_24H:E15	0.3393
MOAR006_A375_24H:I01	MOAR006_A375_24H:I03	0.5129
LJP007_A375_24H:L14	LJP007_A375_24H:L13	0.7269
LJP007_ASC.C_24H:L13	LJP007_ASC.C_24H:L15	0.556
LJP007_NPC.TAK_24H:L14	LJP007_NPC.TAK_24H:L15	0.6352
MOAR003_A375_24H:B12	MOAR003_A375_24H:B11	0.3537
REP.A006_A375_24H:G01	REP.A006_A375_24H:G02	0.6622
HOG002_A549_24H:BRD-K20755323-001-02-6:10	HOG002_A549_24H:BRD-K20755323-001-02-6:3.3333	0.432
HOG002_MCF7_24H:BRD-K20755323-001-02-6:3.3333	HOG002_MCF7_24H:BRD-K20755323-001-02-6:10	0.5127
MOAR005_PC3_24H:D14	MOAR005_PC3_24H:D13	0.4986
LJP007_A549_24H:M13	LJP007_A549_24H:M15	0.5715
LJP007_ASC.C_24H:M14	LJP007_ASC.C_24H:M13	0.7535
LJP007_MCF10A_24H:M13	LJP007_MCF10A_24H:M15	0.7334
LJP007_NPC.TAK_24H:M15	LJP007_NPC.TAK_24H:M13	0.4733
LJP007_SKL.C_24H:M13	LJP007_SKL.C_24H:M14	0.6136
REP.A004_A375_24H:E13	REP.A004_A375_24H:E15	0.8568
REP.A004_A549_24H:E14	REP.A004_A549_24H:E13	0.854
REP.A004_A549_24H:E14	REP.A004_A549_24H:E15	0.8535
REP.A004_A549_24H:E13	REP.A004_A549_24H:E15	0.7902
REP.A004_HA1E_24H:E13	REP.A004_HA1E_24H:E15	0.424
REP.A004_HELA_24H:E15	REP.A004_HELA_24H:E13	0.6732
REP.A004_HT29_24H:E14	REP.A004_HT29_24H:E13	0.6111
REP.A004_MCF7_24H:E14	REP.A004_MCF7_24H:E13	0.8773
REP.A004_MCF7_24H:E14	REP.A004_MCF7_24H:E15	0.8633
REP.A004_MCF7_24H:E13	REP.A004_MCF7_24H:E15	0.7779
REP.A004_PC3_24H:E13	REP.A004_PC3_24H:E15	0.6771
REP.A004_XC.L10_24H:E13	REP.A004_XC.L10_24H:E14	0.8542
REP.A004_YAPC_24H:E13	REP.A004_YAPC_24H:E15	0.4778
REP.A004_YAPC_24H:E13	REP.A004_YAPC_24H:E14	0.7432
REP.A004_YAPC_24H:E15	REP.A004_YAPC_24H:E14	0.6546
LUNG001_1HAE_24H:BRD-K21680192:3.33	LUNG001_1HAE_24H:BRD-K21680192:10	0.6784
LUNG001_1HAE_24H:BRD-K21680192:3.33	LUNG001_1HAE_24H:BRD-K21680192:1.11	0.8179
LUNG001_1HAE_24H:BRD-K21680192:10	LUNG001_1HAE_24H:BRD-K21680192:1.11	0.5968
DOSVAL002_A375_24H:BRD-K21680192:5	DOSVAL002_A375_24H:BRD-K21680192:20	0.6727
DOSVAL006_A375_24H:BRD-K21680192:5	DOSVAL006_A375_24H:BRD-K21680192:10	0.7988
ASG002_A549_24H:P07	ASG002_A549_24H:P08	0.5142
ASG003_A549_24H:J11	ASG003_A549_24H:J10	0.4761
CRCGN005_A549_24H:BRD-K21680192:10	CRCGN005_A549_24H:BRD-K21680192:6.66667	0.834
CRCGN006_A549_24H:BRD-K21680192:6.66667	CRCGN006_A549_24H:BRD-K21680192:10	0.8269
CRCGN007_A549_24H:BRD-K21680192:6.66667	CRCGN007_A549_24H:BRD-K21680192:10	0.8373
DOSVAL002_A549_24H:BRD-K21680192:20	DOSVAL002_A549_24H:BRD-K21680192:5	0.5086
DOSVAL003_A549_24H:BRD-K21680192:20	DOSVAL003_A549_24H:BRD-K21680192:5	0.5413
DOSVAL004_A549_24H:BRD-K21680192:20	DOSVAL004_A549_24H:BRD-K21680192:5	0.6434
DOSVAL005_A549_24H:BRD-K21680192:5	DOSVAL005_A549_24H:BRD-K21680192:10	0.807
DOSVAL006_A549_24H:BRD-K21680192:10	DOSVAL006_A549_24H:BRD-K21680192:5	0.8474
DOSVAL006_A549_24H:BRD-K21680192:10	DOSVAL006_A549_24H:BRD-K21680192:20	0.798
DOSVAL006_A549_24H:BRD-K21680192:5	DOSVAL006_A549_24H:BRD-K21680192:20	0.6039
ERAM001_A549_24H:BRD-K21680192:13.33	ERAM001_A549_24H:BRD-K21680192:5.93	0.6395
ERAM001_A549_24H:BRD-K21680192:13.33	ERAM001_A549_24H:BRD-K21680192:2.63	0.671
ERAM001_A549_24H:BRD-K21680192:13.33	ERAM001_A549_24H:BRD-K21680192:8.89	0.8474
ERAM001_A549_24H:BRD-K21680192:5.93	ERAM001_A549_24H:BRD-K21680192:2.63	0.9008
ERAM001_A549_24H:BRD-K21680192:5.93	ERAM001_A549_24H:BRD-K21680192:8.89	0.8382
ERAM001_A549_24H:BRD-K21680192:2.63	ERAM001_A549_24H:BRD-K21680192:8.89	0.81
ERBB2001_XC_24H:BRD-K21680192:10	ERBB2001_A549_24H:BRD-K21680192:10	0.6112
ERBB2002_XC_24H:BRD-K21680192:10	ERBB2002_A549_24H:BRD-K21680192:10	0.6832
HOG002_A549_24H:BRD-K21680192-300-10-2:1.11	HOG002_A549_24H:BRD-K21680192-300-10-2:10	0.7429
MOA001_A549_24H:O15	MOA001_A549_24H:P15	0.6111
MOA001_A549_24H:O15	MOA001_A549_24H:O16	0.7684
MOA001_A549_24H:P15	MOA001_A549_24H:O16	0.8796
LJP005_BT20_24H:C20	LJP005_BT20_24H:C19	0.6786
DOSVAL002_HA1E_24H:BRD-K21680192:10	DOSVAL002_HA1E_24H:BRD-K21680192:20	0.8191
DOSVAL002_HA1E_24H:BRD-K21680192:10	DOSVAL002_HA1E_24H:BRD-K21680192:5	0.6831
DOSVAL002_HA1E_24H:BRD-K21680192:20	DOSVAL002_HA1E_24H:BRD-K21680192:5	0.6155
DOSVAL003_HA1E_24H:BRD-K21680192:5	DOSVAL003_HA1E_24H:BRD-K21680192:10	0.7917
DOSVAL003_HA1E_24H:BRD-K21680192:5	DOSVAL003_HA1E_24H:BRD-K21680192:20	0.6353
DOSVAL003_HA1E_24H:BRD-K21680192:10	DOSVAL003_HA1E_24H:BRD-K21680192:20	0.8126
DOSVAL004_HA1E_24H:BRD-K21680192:5	DOSVAL004_HA1E_24H:BRD-K21680192:10	0.7394
DOSVAL005_HA1E_24H:BRD-K21680192:5	DOSVAL005_HA1E_24H:BRD-K21680192:10	0.7807
LJP006_HA1E_24H:C20	LJP006_HA1E_24H:C21	0.3397
AICHI001_HBL1_24H:K08	AICHI001_HBL1_24H:K07	0.5083
AICHI002_HBL1_24H:K08	AICHI002_HBL1_24H:K07	0.5218
EMU001_HBL1_24H:C19	EMU001_HBL1_24H:C20	0.7634
DOSVAL003_HCC515_24H:BRD-K21680192:5	DOSVAL003_HCC515_24H:BRD-K21680192:10	0.649
DOSVAL006_HCC515_24H:BRD-K21680192:20	DOSVAL006_HCC515_24H:BRD-K21680192:10	0.793
LJP005_HCC515_24H:C19	LJP005_HCC515_24H:C20	0.5838
LJP005_HCC515_24H:C19	LJP005_HCC515_24H:C21	0.0013
LJP005_HCC515_24H:C20	LJP005_HCC515_24H:C21	0.1923
ISO002_HCT116.TP53.HR_24H:K09	ISO002_HCT116.TP53.HR_24H:K08	0.3607
ISO002_HCT116.TP53.M_24H:K08	ISO002_HCT116.TP53.M_24H:K09	0.4527
ISO002_HCT116.WT_24H:K08	ISO002_HCT116.WT_24H:K07	0.1571
ISO002_HCT116.WT_24H:K08	ISO002_HCT116.WT_24H:K09	0.5527
ISO002_HCT116.WT_24H:K07	ISO002_HCT116.WT_24H:K09	0.0352
CRCGN005_HEPG2_24H:BRD-K21680192:10	CRCGN005_HEPG2_24H:BRD-K21680192:6.66667	0.8095
CRCGN006_HEPG2_24H:BRD-K21680192:10	CRCGN006_HEPG2_24H:BRD-K21680192:2.22	0.2164
CRCGN006_HEPG2_24H:BRD-K21680192:10	CRCGN006_HEPG2_24H:BRD-K21680192:6.66667	0.8548
CRCGN006_HEPG2_24H:BRD-K21680192:2.22	CRCGN006_HEPG2_24H:BRD-K21680192:6.66667	0.3137
CRCGN007_HEPG2_24H:BRD-K21680192:2.22	CRCGN007_HEPG2_24H:BRD-K21680192:10	0.1682
CRCGN007_HEPG2_24H:BRD-K21680192:2.22	CRCGN007_HEPG2_24H:BRD-K21680192:6.66667	0.2574
CRCGN007_HEPG2_24H:BRD-K21680192:10	CRCGN007_HEPG2_24H:BRD-K21680192:6.66667	0.7915
CRCGN009_HEPG2_24H:BRD-K21680192:5.00021	CRCGN009_HEPG2_24H:BRD-K21680192:10.0004	0.7293
CRCGN009_HEPG2_24H:BRD-K21680192:5.00021	CRCGN009_HEPG2_24H:BRD-K21680192:20.0009	0.6159
CRCGN009_HEPG2_24H:BRD-K21680192:5.00021	CRCGN009_HEPG2_24H:BRD-K21680192:2.50011	0.6864
CRCGN009_HEPG2_24H:BRD-K21680192:5.00021	CRCGN009_HEPG2_24H:BRD-K21680192:1.25006	0.5343
CRCGN009_HEPG2_24H:BRD-K21680192:10.0004	CRCGN009_HEPG2_24H:BRD-K21680192:20.0009	0.8413
CRCGN009_HEPG2_24H:BRD-K21680192:10.0004	CRCGN009_HEPG2_24H:BRD-K21680192:2.50011	0.3514
CRCGN009_HEPG2_24H:BRD-K21680192:10.0004	CRCGN009_HEPG2_24H:BRD-K21680192:1.25006	0.2772
CRCGN009_HEPG2_24H:BRD-K21680192:20.0009	CRCGN009_HEPG2_24H:BRD-K21680192:2.50011	0.3009
CRCGN009_HEPG2_24H:BRD-K21680192:20.0009	CRCGN009_HEPG2_24H:BRD-K21680192:1.25006	0.2239
CRCGN009_HEPG2_24H:BRD-K21680192:2.50011	CRCGN009_HEPG2_24H:BRD-K21680192:1.25006	0.8564
CRCGN010_HEPG2_24H:BRD-K21680192:5.00021	CRCGN010_HEPG2_24H:BRD-K21680192:10.0004	0.7504
